# x, y_true, y_pred
0.000000000000000000e+00 1.718750000000000000e-01 0.000000000000000000e+00 4.203999415040016174e-04
1.000000000000000000e+00 1.796875000000000000e-01 -7.021861847533727996e-08 1.028574071824550629e-03
0.000000000000000000e+00 2.773437500000000000e-01 -0.000000000000000000e+00 7.986333221197128296e-04
1.000000000000000000e+00 5.664062500000000000e-01 -4.309059420393168693e-08 1.383610069751739502e-03
1.000000000000000000e+00 9.531250000000000000e-01 -8.569016607395951723e-09 7.582129910588264465e-04
1.000000000000000000e+00 8.027343750000000000e-01 -8.710041754511621548e-08 1.028300262987613678e-03
0.000000000000000000e+00 5.214843750000000000e-01 -0.000000000000000000e+00 1.255327835679054260e-03
0.000000000000000000e+00 5.898437500000000000e-01 0.000000000000000000e+00 -3.276700153946876526e-04
0.000000000000000000e+00 1.992187500000000000e-01 0.000000000000000000e+00 2.451250329613685608e-04
1.000000000000000000e+00 1.933593750000000000e-01 -8.552721908472449286e-08 1.298436429351568222e-03
1.000000000000000000e+00 8.007812500000000000e-01 -8.739644385968858842e-08 1.027435995638370514e-03
1.000000000000000000e+00 6.796875000000000000e-01 7.021870374046557117e-08 3.109434619545936584e-04
0.000000000000000000e+00 7.812500000000000000e-03 0.000000000000000000e+00 -4.057865589857101440e-05
0.000000000000000000e+00 7.031250000000000000e-01 -0.000000000000000000e+00 4.469091072678565979e-04
0.000000000000000000e+00 8.828125000000000000e-01 -0.000000000000000000e+00 2.872236073017120361e-04
1.000000000000000000e+00 6.855468750000000000e-01 7.856468897671220475e-08 3.417329862713813782e-04
1.000000000000000000e+00 4.414062500000000000e-01 -2.331675119648934924e-08 1.109526492655277252e-03
1.000000000000000000e+00 3.085937500000000000e-01 8.425598707617609762e-08 -4.726462066173553467e-06
0.000000000000000000e+00 2.968750000000000000e-01 -0.000000000000000000e+00 6.177211180329322815e-04
1.000000000000000000e+00 4.062500000000000000e-01 -8.574297538643804728e-08 1.247988082468509674e-03
1.000000000000000000e+00 6.523437500000000000e-01 6.431296384334928007e-09 6.821947172284126282e-04
0.000000000000000000e+00 4.765625000000000000e-01 -0.000000000000000000e+00 1.029188744723796844e-03
0.000000000000000000e+00 6.914062500000000000e-01 -0.000000000000000000e+00 4.473561421036720276e-04
1.000000000000000000e+00 9.980468750000000000e-01 -8.725826461386532173e-08 2.744356170296669006e-04
1.000000000000000000e+00 7.226562500000000000e-01 6.619733028401242336e-08 3.046737983822822571e-04
1.000000000000000000e+00 5.507812500000000000e-01 -2.145416733156935152e-09 6.752600893378257751e-04
0.000000000000000000e+00 9.726562500000000000e-01 0.000000000000000000e+00 -5.847774446010589600e-06
0.000000000000000000e+00 5.312500000000000000e-01 -0.000000000000000000e+00 1.079521607607603073e-03
1.000000000000000000e+00 6.054687500000000000e-01 -8.613569946192001225e-08 9.212577715516090393e-04
1.000000000000000000e+00 7.421875000000000000e-02 6.028154331261248444e-08 3.086226060986518860e-04
0.000000000000000000e+00 4.453125000000000000e-01 0.000000000000000000e+00 3.617741167545318604e-04
0.000000000000000000e+00 5.683593750000000000e-01 0.000000000000000000e+00 1.087593846023082733e-03
1.000000000000000000e+00 7.656250000000000000e-01 -4.121092445075191790e-08 9.880336001515388489e-04
1.000000000000000000e+00 7.421875000000000000e-01 2.124189357743944129e-08 4.402035847306251526e-04
0.000000000000000000e+00 1.445312500000000000e-01 -0.000000000000000000e+00 3.414461389183998108e-04
0.000000000000000000e+00 3.789062500000000000e-01 0.000000000000000000e+00 2.944255247712135315e-04
0.000000000000000000e+00 5.996093750000000000e-01 0.000000000000000000e+00 -1.848684623837471008e-04
0.000000000000000000e+00 8.085937500000000000e-01 0.000000000000000000e+00 -3.081476315855979919e-04
0.000000000000000000e+00 2.265625000000000000e-01 0.000000000000000000e+00 8.094855584204196930e-04
0.000000000000000000e+00 5.273437500000000000e-01 -0.000000000000000000e+00 1.216160133481025696e-03
0.000000000000000000e+00 2.656250000000000000e-01 -0.000000000000000000e+00 8.315751329064369202e-04
1.000000000000000000e+00 1.542968750000000000e-01 -1.176541175595957611e-08 1.020076684653759003e-03
0.000000000000000000e+00 6.679687500000000000e-01 -0.000000000000000000e+00 8.081225678324699402e-04
1.000000000000000000e+00 4.921875000000000000e-01 8.480284918732650112e-08 8.407505229115486145e-04
0.000000000000000000e+00 1.406250000000000000e-01 -0.000000000000000000e+00 2.889423631131649017e-04
1.000000000000000000e+00 6.621093750000000000e-01 3.246172397552982147e-08 5.936669185757637024e-04
1.000000000000000000e+00 6.152343750000000000e-01 -7.759993536637921352e-08 1.094552688300609589e-03
