# x, y_true, y_pred
1.000000000000000000e+00 5.000000000000000000e-01 6.171875000000000000e-01 -9.547390078523676493e-08 -3.262761514633893967e-03
0.000000000000000000e+00 5.000000000000000000e-01 3.105468750000000000e-01 -0.000000000000000000e+00 1.676351297646760941e-03
5.000000000000000000e-01 1.000000000000000000e+00 4.335937500000000000e-01 -5.486460352699396026e-08 3.259495366364717484e-03
5.000000000000000000e-01 0.000000000000000000e+00 3.984375000000000000e-01 0.000000000000000000e+00 8.082776330411434174e-04
7.500000000000000000e-01 0.000000000000000000e+00 2.695312500000000000e-01 -0.000000000000000000e+00 -3.148010466247797012e-03
2.500000000000000000e-01 1.000000000000000000e+00 6.621093750000000000e-01 2.922567787777552439e-08 1.081427093595266342e-03
0.000000000000000000e+00 2.500000000000000000e-01 2.578125000000000000e-01 -0.000000000000000000e+00 -4.308324772864580154e-03
1.000000000000000000e+00 7.500000000000000000e-01 2.089843750000000000e-01 -7.559370374110585544e-08 4.540698137134313583e-03
1.000000000000000000e+00 2.500000000000000000e-01 8.437500000000000000e-01 -1.535528504348349088e-08 3.694044426083564758e-05
0.000000000000000000e+00 7.500000000000000000e-01 3.515625000000000000e-02 0.000000000000000000e+00 1.476270612329244614e-03
7.500000000000000000e-01 1.000000000000000000e+00 9.375000000000000000e-02 7.719579286913358374e-08 -1.061527524143457413e-03
2.500000000000000000e-01 0.000000000000000000e+00 1.875000000000000000e-01 0.000000000000000000e+00 9.792586788535118103e-03
3.750000000000000000e-01 0.000000000000000000e+00 5.429687500000000000e-01 -0.000000000000000000e+00 -2.031410578638315201e-03
6.250000000000000000e-01 1.000000000000000000e+00 4.687500000000000000e-01 5.713324213729720213e-08 3.027561586350202560e-03
0.000000000000000000e+00 6.250000000000000000e-01 5.195312500000000000e-01 -0.000000000000000000e+00 -9.255586192011833191e-04
1.000000000000000000e+00 3.750000000000000000e-01 2.792968750000000000e-01 8.184159838720006519e-08 -5.402178503572940826e-04
1.000000000000000000e+00 8.750000000000000000e-01 4.062500000000000000e-01 -4.177804768801252067e-08 -5.203862674534320831e-04
0.000000000000000000e+00 1.250000000000000000e-01 5.312500000000000000e-01 -0.000000000000000000e+00 3.072300460189580917e-03
1.250000000000000000e-01 1.000000000000000000e+00 3.906250000000000000e-02 -1.435034224783748869e-08 8.989220485091209412e-03
8.750000000000000000e-01 0.000000000000000000e+00 4.179687500000000000e-01 0.000000000000000000e+00 3.434247337281703949e-04
6.250000000000000000e-01 0.000000000000000000e+00 3.789062500000000000e-01 0.000000000000000000e+00 -4.585669375956058502e-04
3.750000000000000000e-01 1.000000000000000000e+00 2.812500000000000000e-01 8.550597385692526586e-08 1.489562448114156723e-03
0.000000000000000000e+00 3.750000000000000000e-01 7.031250000000000000e-01 -0.000000000000000000e+00 1.679324544966220856e-03
1.000000000000000000e+00 6.250000000000000000e-01 9.414062500000000000e-01 2.742798521637723752e-08 1.323719974607229233e-03
1.000000000000000000e+00 1.250000000000000000e-01 4.648437500000000000e-01 1.915186764733789460e-08 1.268468331545591354e-03
0.000000000000000000e+00 8.750000000000000000e-01 3.476562500000000000e-01 -0.000000000000000000e+00 -1.773654017597436905e-03
8.750000000000000000e-01 1.000000000000000000e+00 4.355468750000000000e-01 -1.868354004841421556e-08 -8.270987309515476227e-04
1.250000000000000000e-01 0.000000000000000000e+00 1.230468750000000000e-01 -0.000000000000000000e+00 1.115341857075691223e-02
1.875000000000000000e-01 0.000000000000000000e+00 8.164062500000000000e-01 0.000000000000000000e+00 3.393213730305433273e-03
8.125000000000000000e-01 1.000000000000000000e+00 3.554687500000000000e-01 -1.057239806812049210e-08 -3.542422782629728317e-03
0.000000000000000000e+00 8.125000000000000000e-01 5.683593750000000000e-01 0.000000000000000000e+00 1.848333515226840973e-03
1.000000000000000000e+00 1.875000000000000000e-01 3.632812500000000000e-01 -2.506036089755525609e-08 -1.739418599754571915e-03
1.000000000000000000e+00 6.875000000000000000e-01 7.070312500000000000e-01 9.030218706129744533e-08 1.579148229211568832e-03
0.000000000000000000e+00 3.125000000000000000e-01 4.492187500000000000e-01 0.000000000000000000e+00 3.141077468171715736e-03
3.125000000000000000e-01 1.000000000000000000e+00 7.109375000000000000e-01 8.714083321592624998e-08 9.449101053178310394e-04
6.875000000000000000e-01 0.000000000000000000e+00 9.433593750000000000e-01 -0.000000000000000000e+00 7.927804253995418549e-04
9.375000000000000000e-01 0.000000000000000000e+00 8.984375000000000000e-01 -0.000000000000000000e+00 -4.262537695467472076e-04
6.250000000000000000e-02 1.000000000000000000e+00 2.460937500000000000e-01 -2.658212983064345281e-09 1.748694572597742081e-03
0.000000000000000000e+00 6.250000000000000000e-02 6.054687500000000000e-01 0.000000000000000000e+00 8.815950714051723480e-04
1.000000000000000000e+00 9.375000000000000000e-01 7.558593750000000000e-01 -3.974779172466469390e-09 9.115668945014476776e-04
1.000000000000000000e+00 4.375000000000000000e-01 6.523437500000000000e-01 8.031031839550450968e-09 1.141426619142293930e-03
0.000000000000000000e+00 5.625000000000000000e-01 2.070312500000000000e-01 0.000000000000000000e+00 1.398110296577215195e-03
5.625000000000000000e-01 1.000000000000000000e+00 2.968750000000000000e-01 1.086456506982358405e-07 -2.965754363685846329e-03
4.375000000000000000e-01 0.000000000000000000e+00 2.304687500000000000e-01 0.000000000000000000e+00 8.283047936856746674e-04
3.125000000000000000e-01 0.000000000000000000e+00 4.101562500000000000e-01 0.000000000000000000e+00 4.426242318004369736e-03
6.875000000000000000e-01 1.000000000000000000e+00 9.023437500000000000e-01 9.230020481254541664e-08 2.400553785264492035e-04
0.000000000000000000e+00 6.875000000000000000e-01 3.964843750000000000e-01 0.000000000000000000e+00 -3.386171068996191025e-03
1.000000000000000000e+00 3.125000000000000000e-01 9.492187500000000000e-01 2.271432375522408620e-09 2.132463268935680389e-04
1.000000000000000000e+00 8.125000000000000000e-01 8.652343750000000000e-01 2.847992419674483244e-08 -1.384104136377573013e-03
0.000000000000000000e+00 1.875000000000000000e-01 4.804687500000000000e-01 -0.000000000000000000e+00 1.897788140922784805e-03
1.875000000000000000e-01 1.000000000000000000e+00 9.726562500000000000e-01 -4.039254619669918611e-08 -1.759175676852464676e-03
8.125000000000000000e-01 0.000000000000000000e+00 2.226562500000000000e-01 0.000000000000000000e+00 5.495189689099788666e-04
5.625000000000000000e-01 0.000000000000000000e+00 1.777343750000000000e-01 0.000000000000000000e+00 1.151533331722021103e-03
4.375000000000000000e-01 1.000000000000000000e+00 8.867187500000000000e-01 9.980546167298598448e-08 -6.079720333218574524e-05
0.000000000000000000e+00 4.375000000000000000e-01 7.734375000000000000e-01 0.000000000000000000e+00 8.289213292300701141e-04
1.000000000000000000e+00 5.625000000000000000e-01 5.527343750000000000e-01 -9.366568853863554978e-09 6.148717366158962250e-04
1.000000000000000000e+00 6.250000000000000000e-02 9.453125000000000000e-01 3.186323649373434819e-09 2.177502494305372238e-03
0.000000000000000000e+00 9.375000000000000000e-01 5.507812500000000000e-01 0.000000000000000000e+00 -5.978778935968875885e-04
9.375000000000000000e-01 1.000000000000000000e+00 1.171875000000000000e-02 -2.026043155467505130e-08 9.125441312789916992e-03
6.250000000000000000e-02 0.000000000000000000e+00 1.835937500000000000e-01 0.000000000000000000e+00 1.712506171315908432e-03
9.375000000000000000e-02 0.000000000000000000e+00 7.089843750000000000e-01 -0.000000000000000000e+00 1.765114720910787582e-03
9.062500000000000000e-01 1.000000000000000000e+00 7.578125000000000000e-01 -7.851049588225578191e-09 1.156968064606189728e-04
0.000000000000000000e+00 9.062500000000000000e-01 6.289062500000000000e-01 0.000000000000000000e+00 1.530443783849477768e-03
1.000000000000000000e+00 9.375000000000000000e-02 3.398437500000000000e-01 1.013557415774357651e-08 -1.957667991518974304e-04
1.000000000000000000e+00 5.937500000000000000e-01 3.085937500000000000e-01 1.026586886609948124e-07 7.294157054275274277e-03
0.000000000000000000e+00 4.062500000000000000e-01 4.453125000000000000e-01 0.000000000000000000e+00 4.064957611262798309e-04
4.062500000000000000e-01 1.000000000000000000e+00 4.296875000000000000e-02 -2.333804083320956124e-08 6.727629806846380234e-03
5.937500000000000000e-01 0.000000000000000000e+00 7.871093750000000000e-01 0.000000000000000000e+00 9.961961768567562103e-04
8.437500000000000000e-01 0.000000000000000000e+00 6.855468750000000000e-01 -0.000000000000000000e+00 -1.254403032362461090e-04
1.562500000000000000e-01 1.000000000000000000e+00 6.640625000000000000e-02 2.586297398465831066e-08 2.237947192043066025e-03
0.000000000000000000e+00 1.562500000000000000e-01 5.898437500000000000e-01 0.000000000000000000e+00 2.055033110082149506e-04
1.000000000000000000e+00 8.437500000000000000e-01 9.218750000000000000e-01 4.056079561109982023e-08 9.466386400163173676e-04
1.000000000000000000e+00 3.437500000000000000e-01 2.851562500000000000e-01 8.768493131583454669e-08 3.341226838529109955e-04
0.000000000000000000e+00 6.562500000000000000e-01 7.792968750000000000e-01 0.000000000000000000e+00 -4.041292704641819000e-04
6.562500000000000000e-01 1.000000000000000000e+00 4.746093750000000000e-01 6.855729850485658972e-08 1.486077439039945602e-03
3.437500000000000000e-01 0.000000000000000000e+00 1.289062500000000000e-01 -0.000000000000000000e+00 -9.445464238524436951e-03
4.687500000000000000e-01 0.000000000000000000e+00 8.593750000000000000e-02 -0.000000000000000000e+00 -2.310840878635644913e-03
5.312500000000000000e-01 1.000000000000000000e+00 2.714843750000000000e-01 6.921822404137856211e-08 -3.219754435122013092e-04
0.000000000000000000e+00 5.312500000000000000e-01 9.101562500000000000e-01 -0.000000000000000000e+00 6.867102347314357758e-04
1.000000000000000000e+00 4.687500000000000000e-01 8.476562500000000000e-01 -8.149136476731655421e-09 -3.718397114425897598e-03
1.000000000000000000e+00 9.687500000000000000e-01 6.835937500000000000e-02 5.949655879078363796e-09 -1.082754228264093399e-03
0.000000000000000000e+00 3.125000000000000000e-02 7.265625000000000000e-01 -0.000000000000000000e+00 3.326097037643194199e-03
3.125000000000000000e-02 1.000000000000000000e+00 8.593750000000000000e-01 3.167095918854556658e-09 -3.716546576470136642e-03
9.687500000000000000e-01 0.000000000000000000e+00 3.671875000000000000e-01 0.000000000000000000e+00 -5.753249861299991608e-04
7.187500000000000000e-01 0.000000000000000000e+00 9.570312500000000000e-01 0.000000000000000000e+00 5.589663051068782806e-04
2.812500000000000000e-01 1.000000000000000000e+00 3.496093750000000000e-01 1.055918796843968721e-09 -2.137172501534223557e-03
0.000000000000000000e+00 2.812500000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 3.691734280437231064e-03
