# x, y_true, y_pred
7.500000000000000000e-01 0.000000000000000000e+00 7.500000000000000000e-01 2.500000000000000000e-01 9.296875000000000000e-01 0.000000000000000000e+00 4.328787326812744141e-05
0.000000000000000000e+00 7.500000000000000000e-01 2.500000000000000000e-01 7.500000000000000000e-01 4.003906250000000000e-01 0.000000000000000000e+00 3.461256623268127441e-03
0.000000000000000000e+00 3.750000000000000000e-01 6.250000000000000000e-01 1.250000000000000000e-01 6.474609375000000000e-01 0.000000000000000000e+00 1.835674047470092773e-04
8.750000000000000000e-01 8.750000000000000000e-01 0.000000000000000000e+00 6.250000000000000000e-01 4.970703125000000000e-01 0.000000000000000000e+00 -4.933536052703857422e-03
6.250000000000000000e-01 1.250000000000000000e-01 3.750000000000000000e-01 0.000000000000000000e+00 6.542968750000000000e-02 0.000000000000000000e+00 -1.097036898136138916e-02
1.250000000000000000e-01 1.000000000000000000e+00 8.750000000000000000e-01 8.750000000000000000e-01 4.033203125000000000e-01 -2.057644943320724451e-09 -1.386553049087524414e-04
1.875000000000000000e-01 3.125000000000000000e-01 3.125000000000000000e-01 1.000000000000000000e+00 6.318359375000000000e-01 -5.721207063658084735e-09 -2.298384904861450195e-03
6.875000000000000000e-01 8.125000000000000000e-01 8.125000000000000000e-01 0.000000000000000000e+00 9.589843750000000000e-01 0.000000000000000000e+00 1.988306641578674316e-03
1.000000000000000000e+00 6.250000000000000000e-02 5.625000000000000000e-01 9.375000000000000000e-01 4.013671875000000000e-01 -1.381166070402173318e-09 -4.882574081420898438e-03
4.375000000000000000e-01 5.625000000000000000e-01 6.250000000000000000e-02 0.000000000000000000e+00 6.269531250000000000e-01 0.000000000000000000e+00 1.558408141136169434e-03
3.125000000000000000e-01 1.875000000000000000e-01 1.000000000000000000e+00 5.625000000000000000e-01 9.238281250000000000e-01 -2.131017362572151796e-09 -5.930215120315551758e-04
8.125000000000000000e-01 6.875000000000000000e-01 0.000000000000000000e+00 6.250000000000000000e-02 5.292968750000000000e-01 0.000000000000000000e+00 -4.930198192596435547e-04
5.625000000000000000e-01 4.375000000000000000e-01 0.000000000000000000e+00 8.125000000000000000e-01 8.496093750000000000e-01 0.000000000000000000e+00 -1.366302371025085449e-03
6.250000000000000000e-02 9.375000000000000000e-01 6.875000000000000000e-01 0.000000000000000000e+00 5.400390625000000000e-01 0.000000000000000000e+00 4.224777221679687500e-04
9.375000000000000000e-02 0.000000000000000000e+00 8.437500000000000000e-01 4.062500000000000000e-01 2.197265625000000000e-01 0.000000000000000000e+00 -1.649856567382812500e-04
1.000000000000000000e+00 9.687500000000000000e-01 3.437500000000000000e-01 9.062500000000000000e-01 3.974609375000000000e-01 -9.428740010974934194e-10 -2.690121531486511230e-03
1.000000000000000000e+00 2.187500000000000000e-01 9.375000000000000000e-02 1.562500000000000000e-01 3.574218750000000000e-01 -3.820455951597523381e-09 -5.012795329093933105e-03
3.437500000000000000e-01 7.187500000000000000e-01 5.937500000000000000e-01 1.000000000000000000e+00 2.011718750000000000e-01 -5.320355356275285885e-08 6.112128496170043945e-03
4.687500000000000000e-01 0.000000000000000000e+00 4.687500000000000000e-01 2.812500000000000000e-01 2.568359375000000000e-01 0.000000000000000000e+00 1.167947053909301758e-02
9.687500000000000000e-01 1.000000000000000000e+00 9.687500000000000000e-01 7.812500000000000000e-01 1.572265625000000000e-01 -5.912187406309499238e-10 1.598961651325225830e-02
7.187500000000000000e-01 0.000000000000000000e+00 7.187500000000000000e-01 3.125000000000000000e-02 3.994140625000000000e-01 0.000000000000000000e+00 -1.719906926155090332e-03
2.187500000000000000e-01 8.437500000000000000e-01 0.000000000000000000e+00 5.312500000000000000e-01 7.304687500000000000e-01 0.000000000000000000e+00 -2.602264285087585449e-03
0.000000000000000000e+00 1.562500000000000000e-01 5.312500000000000000e-01 8.437500000000000000e-01 4.560546875000000000e-01 0.000000000000000000e+00 2.466142177581787109e-04
6.562500000000000000e-01 6.562500000000000000e-01 3.125000000000000000e-02 0.000000000000000000e+00 3.320312500000000000e-02 0.000000000000000000e+00 -6.621457636356353760e-02
1.000000000000000000e+00 4.062500000000000000e-01 2.812500000000000000e-01 5.937500000000000000e-01 5.664062500000000000e-01 -1.365186186319533590e-08 -2.558648586273193359e-03
0.000000000000000000e+00 9.062500000000000000e-01 7.812500000000000000e-01 9.375000000000000000e-02 9.843750000000000000e-01 0.000000000000000000e+00 1.061275601387023926e-03
2.812500000000000000e-01 2.812500000000000000e-01 0.000000000000000000e+00 9.687500000000000000e-01 1.367187500000000000e-02 0.000000000000000000e+00 9.935848414897918701e-02
1.000000000000000000e+00 7.812500000000000000e-01 6.562500000000000000e-01 4.687500000000000000e-01 4.892578125000000000e-01 -1.456135567678984444e-08 -4.320964217185974121e-03
5.312500000000000000e-01 0.000000000000000000e+00 9.062500000000000000e-01 7.187500000000000000e-01 7.363281250000000000e-01 0.000000000000000000e+00 -1.371398568153381348e-03
3.125000000000000000e-02 1.000000000000000000e+00 4.062500000000000000e-01 2.187500000000000000e-01 2.138671875000000000e-01 -4.615509308081300333e-09 -7.250905036926269531e-03
4.687500000000000000e-02 2.656250000000000000e-01 6.093750000000000000e-01 1.000000000000000000e+00 6.064453125000000000e-01 -1.685540929052820047e-09 -2.462863922119140625e-04
