# x, y_true, y_pred
7.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 4.980468750000000000e-01 0.000000000000000000e+00 1.630932092666625977e-04
2.500000000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 4.277343750000000000e-01 0.000000000000000000e+00 -1.280382275581359863e-03
3.750000000000000000e-01 3.750000000000000000e-01 0.000000000000000000e+00 3.593750000000000000e-01 0.000000000000000000e+00 -3.147348761558532715e-04
8.750000000000000000e-01 8.750000000000000000e-01 0.000000000000000000e+00 3.632812500000000000e-01 0.000000000000000000e+00 -9.393692016601562500e-05
6.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 7.031250000000000000e-02 0.000000000000000000e+00 1.766048371791839600e-03
1.250000000000000000e-01 6.250000000000000000e-01 0.000000000000000000e+00 3.164062500000000000e-01 0.000000000000000000e+00 -1.572906970977783203e-03
1.875000000000000000e-01 3.125000000000000000e-01 0.000000000000000000e+00 9.062500000000000000e-01 0.000000000000000000e+00 -3.963932394981384277e-04
6.875000000000000000e-01 8.125000000000000000e-01 0.000000000000000000e+00 2.773437500000000000e-01 0.000000000000000000e+00 -2.812616527080535889e-03
9.375000000000000000e-01 6.250000000000000000e-02 0.000000000000000000e+00 7.089843750000000000e-01 0.000000000000000000e+00 6.903856992721557617e-04
4.375000000000000000e-01 5.625000000000000000e-01 0.000000000000000000e+00 7.148437500000000000e-01 0.000000000000000000e+00 -1.157492399215698242e-03
3.125000000000000000e-01 1.875000000000000000e-01 0.000000000000000000e+00 4.140625000000000000e-01 0.000000000000000000e+00 1.838855445384979248e-03
8.125000000000000000e-01 6.875000000000000000e-01 0.000000000000000000e+00 4.179687500000000000e-01 0.000000000000000000e+00 -1.469805836677551270e-03
5.625000000000000000e-01 4.375000000000000000e-01 0.000000000000000000e+00 3.125000000000000000e-01 0.000000000000000000e+00 -4.202648997306823730e-04
6.250000000000000000e-02 9.375000000000000000e-01 0.000000000000000000e+00 1.679687500000000000e-01 0.000000000000000000e+00 6.353855133056640625e-03
9.375000000000000000e-02 4.687500000000000000e-01 0.000000000000000000e+00 3.417968750000000000e-01 0.000000000000000000e+00 -7.169991731643676758e-04
5.937500000000000000e-01 9.687500000000000000e-01 0.000000000000000000e+00 5.214843750000000000e-01 0.000000000000000000e+00 -1.500234007835388184e-03
8.437500000000000000e-01 2.187500000000000000e-01 0.000000000000000000e+00 6.953125000000000000e-01 0.000000000000000000e+00 5.105808377265930176e-04
3.437500000000000000e-01 7.187500000000000000e-01 0.000000000000000000e+00 6.367187500000000000e-01 0.000000000000000000e+00 -9.965002536773681641e-04
4.687500000000000000e-01 9.375000000000000000e-02 0.000000000000000000e+00 8.417968750000000000e-01 0.000000000000000000e+00 2.960637211799621582e-04
9.687500000000000000e-01 5.937500000000000000e-01 0.000000000000000000e+00 1.406250000000000000e-01 0.000000000000000000e+00 -6.061986088752746582e-03
7.187500000000000000e-01 3.437500000000000000e-01 0.000000000000000000e+00 1.953125000000000000e-01 0.000000000000000000e+00 3.194302320480346680e-03
2.187500000000000000e-01 8.437500000000000000e-01 0.000000000000000000e+00 2.851562500000000000e-01 0.000000000000000000e+00 -1.339383423328399658e-03
1.562500000000000000e-01 1.562500000000000000e-01 0.000000000000000000e+00 4.199218750000000000e-01 0.000000000000000000e+00 3.929205238819122314e-03
