x,y,z,t,u_true,u_pred
3.333333432674407959e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.599999904632568359e-01,-7.675753235816955566e-01,-4.697823431342840195e-03
3.333333432674407959e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.599999904632568359e-01,-8.863196372985839844e-01,-9.057512506842613220e-03
3.333333432674407959e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.599999904632568359e-01,-7.675752639770507812e-01,-6.398674100637435913e-03
3.333333432674407959e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.599999904632568359e-01,-4.431598484516143799e-01,5.707333795726299286e-03
3.333333432674407959e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.558584511280059814e-01,-2.432515611872076988e-03
3.333333432674407959e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.599999904632568359e-01,-4.431598484516143799e-01,-5.536024924367666245e-03
3.333333432674407959e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.117169022560119629e-01,-2.056315308436751366e-03
3.333333432674407959e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.599999904632568359e-01,-4.431598484516143799e-01,-2.067463239654898643e-03
3.333333432674407959e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.558584809303283691e-01,3.281681798398494720e-03
5.000000000000000000e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.954398393630981445e-01,-1.992387464269995689e-03
5.000000000000000000e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.599999904632568359e-01,-5.117168426513671875e-01,-3.268939675763249397e-03
5.000000000000000000e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.908796787261962891e-01,-6.100437138229608536e-03
5.000000000000000000e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.599999904632568359e-01,-5.117168426513671875e-01,-2.903928747400641441e-03
5.000000000000000000e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.954398989677429199e-01,8.959339931607246399e-03
5.000000000000000000e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.599999904632568359e-01,-5.117168426513671875e-01,-6.910921074450016022e-03
5.000000000000000000e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.599999904632568359e-01,-8.863196372985839844e-01,-1.462147571146488190e-02
5.000000000000000000e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.599999904632568359e-01,-1.023433685302734375e+00,-1.795745827257633209e-02
5.000000000000000000e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.599999904632568359e-01,-8.863196372985839844e-01,-1.028135139495134354e-02
5.000000000000000000e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.599999904632568359e-01,-5.117169022560119629e-01,3.020453266799449921e-03
5.000000000000000000e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.599999904632568359e-01,-5.908796787261962891e-01,-7.921897806227207184e-03
5.000000000000000000e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.599999904632568359e-01,-1.023433685302734375e+00,-1.610103994607925415e-02
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.599999904632568359e-01,-1.181759357452392578e+00,-1.945670135319232941e-02
5.000000000000000000e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.599999904632568359e-01,-1.023433685302734375e+00,-1.067184656858444214e-02
5.000000000000000000e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.599999904632568359e-01,-5.908797979354858398e-01,2.741857198998332024e-03
5.000000000000000000e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.599999904632568359e-01,-5.117168426513671875e-01,1.471666852012276649e-03
5.000000000000000000e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.599999904632568359e-01,-8.863196372985839844e-01,-4.396549891680479050e-03
5.000000000000000000e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.599999904632568359e-01,-1.023433685302734375e+00,-4.525025840848684311e-03
5.000000000000000000e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.599999904632568359e-01,-8.863195180892944336e-01,-1.497292658314108849e-03
5.000000000000000000e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.599999904632568359e-01,-5.117168426513671875e-01,5.878725554794073105e-03
5.000000000000000000e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.954398989677429199e-01,3.125200280919671059e-03
5.000000000000000000e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.599999904632568359e-01,-5.117169618606567383e-01,-1.239755889400839806e-03
5.000000000000000000e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.908797979354858398e-01,1.750422874465584755e-03
5.000000000000000000e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.599999904632568359e-01,-5.117169022560119629e-01,2.821175614371895790e-03
5.000000000000000000e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.954399287700653076e-01,5.453711841255426407e-03
6.666666865348815918e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.558584213256835938e-01,-6.982739549130201340e-03
6.666666865348815918e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.599999904632568359e-01,-4.431598186492919922e-01,-7.385056000202894211e-03
6.666666865348815918e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.117168426513671875e-01,-8.166432380676269531e-03
6.666666865348815918e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.599999904632568359e-01,-4.431597590446472168e-01,-6.613367702811956406e-03
6.666666865348815918e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.558584213256835938e-01,-3.886659396812319756e-05
6.666666865348815918e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.599999904632568359e-01,-4.431598186492919922e-01,-1.397955883294343948e-02
6.666666865348815918e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.599999904632568359e-01,-7.675753235816955566e-01,-1.745630241930484772e-02
6.666666865348815918e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.599999904632568359e-01,-8.863196372985839844e-01,-1.687255315482616425e-02
6.666666865348815918e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.599999904632568359e-01,-7.675752639770507812e-01,-1.280324906110763550e-02
6.666666865348815918e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.599999904632568359e-01,-4.431598484516143799e-01,-2.507668687030673027e-03
6.666666865348815918e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.599999904632568359e-01,-5.117168426513671875e-01,-1.377052161842584610e-02
6.666666865348815918e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.599999904632568359e-01,-8.863196372985839844e-01,-2.030152268707752228e-02
6.666666865348815918e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.599999904632568359e-01,-1.023433685302734375e+00,-1.806316711008548737e-02
6.666666865348815918e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.599999904632568359e-01,-8.863195180892944336e-01,-1.102327182888984680e-02
6.666666865348815918e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.599999904632568359e-01,-5.117168426513671875e-01,-2.442417899146676064e-03
6.666666865348815918e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.599999904632568359e-01,-4.431597590446472168e-01,-4.233557265251874924e-03
6.666666865348815918e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.599999904632568359e-01,-7.675752639770507812e-01,-8.080644533038139343e-03
6.666666865348815918e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.599999904632568359e-01,-8.863195180892944336e-01,-6.173682864755392075e-03
6.666666865348815918e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.599999904632568359e-01,-7.675752639770507812e-01,-7.856168667785823345e-04
6.666666865348815918e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.599999904632568359e-01,-4.431598186492919922e-01,3.990580444224178791e-04
6.666666865348815918e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.558584213256835938e-01,-2.850522985681891441e-03
6.666666865348815918e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.599999904632568359e-01,-4.431598186492919922e-01,-1.307410886511206627e-03
6.666666865348815918e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.117168426513671875e-01,6.744696875102818012e-04
6.666666865348815918e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.599999904632568359e-01,-4.431598186492919922e-01,7.515423465520143509e-03
6.666666865348815918e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.558584511280059814e-01,6.688334513455629349e-03
8.333333134651184082e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.599999904632568359e-01,-1.477199494838714600e-01,7.285413448698818684e-04
8.333333134651184082e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.599999904632568359e-01,-2.558584809303283691e-01,4.239434842020273209e-03
8.333333134651184082e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.599999904632568359e-01,-2.954398989677429199e-01,6.801143754273653030e-03
8.333333134651184082e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.599999904632568359e-01,-2.558584511280059814e-01,5.460570100694894791e-03
8.333333134651184082e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.599999904632568359e-01,-1.477199643850326538e-01,-5.390276201069355011e-03
8.333333134651184082e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.558584809303283691e-01,-9.890861809253692627e-03
8.333333134651184082e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.599999904632568359e-01,-4.431599080562591553e-01,-6.608969997614622116e-03
8.333333134651184082e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.117169618606567383e-01,-3.230714937672019005e-03
8.333333134651184082e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.599999904632568359e-01,-4.431598484516143799e-01,-4.488814156502485275e-03
8.333333134651184082e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.558585107326507568e-01,-1.140091009438037872e-02
8.333333134651184082e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.954398989677429199e-01,-8.311260491609573364e-03
8.333333134651184082e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.599999904632568359e-01,-5.117169618606567383e-01,-7.172079291194677353e-03
8.333333134651184082e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.908797979354858398e-01,-5.303726997226476669e-03
8.333333134651184082e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.599999904632568359e-01,-5.117169022560119629e-01,-7.734069135040044785e-03
8.333333134651184082e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.954399287700653076e-01,-1.222004555165767670e-02
8.333333134651184082e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.599999904632568359e-01,-2.558584511280059814e-01,-2.322530141100287437e-03
8.333333134651184082e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.599999904632568359e-01,-4.431598484516143799e-01,-1.118605723604559898e-03
8.333333134651184082e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.599999904632568359e-01,-5.117169022560119629e-01,-1.548914005979895592e-03
8.333333134651184082e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.599999904632568359e-01,-4.431598484516143799e-01,-3.604138037189841270e-03
8.333333134651184082e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.599999904632568359e-01,-2.558584809303283691e-01,-7.780309300869703293e-03
8.333333134651184082e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.599999904632568359e-01,-1.477199643850326538e-01,-3.449192037805914879e-03
8.333333134651184082e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.599999904632568359e-01,-2.558585107326507568e-01,3.114728489890694618e-03
8.333333134651184082e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.599999904632568359e-01,-2.954399287700653076e-01,2.689121523872017860e-03
8.333333134651184082e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.599999904632568359e-01,-2.558584809303283691e-01,4.472269210964441299e-03
8.333333134651184082e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.599999904632568359e-01,-1.477199941873550415e-01,2.573563018813729286e-03
1.666666716337203979e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.500000000000000000e-01,-1.432897895574569702e-01,2.162957936525344849e-02
1.666666716337203979e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.500000000000000000e-01,-2.481852173805236816e-01,1.516286842525005341e-02
1.666666716337203979e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.500000000000000000e-01,-2.865795791149139404e-01,7.308936212211847305e-03
1.666666716337203979e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.500000000000000000e-01,-2.481851875782012939e-01,4.463168326765298843e-03
1.666666716337203979e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.500000000000000000e-01,-1.432898044586181641e-01,9.162472561001777649e-03
1.666666716337203979e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.481852173805236816e-01,2.359310351312160492e-02
1.666666716337203979e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.298693835735321045e-01,1.633530668914318085e-02
1.666666716337203979e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.500000000000000000e-01,-4.963704347610473633e-01,5.577444564551115036e-03
1.666666716337203979e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.298693835735321045e-01,1.309304265305399895e-03
1.666666716337203979e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.481852322816848755e-01,5.087481345981359482e-03
1.666666716337203979e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.865795791149139404e-01,1.887264102697372437e-02
1.666666716337203979e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.963704347610473633e-01,1.123261544853448868e-02
1.666666716337203979e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,-5.731591582298278809e-01,-2.379289595410227776e-03
1.666666716337203979e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.963703751564025879e-01,-3.276154166087508202e-03
1.666666716337203979e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.865796089172363281e-01,1.011168118566274643e-03
1.666666716337203979e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.481851875782012939e-01,1.151864323765039444e-02
1.666666716337203979e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.298693835735321045e-01,3.593177301809191704e-03
1.666666716337203979e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.500000000000000000e-01,-4.963703751564025879e-01,-6.817696150392293930e-03
1.666666716337203979e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.298693537712097168e-01,-2.037258120253682137e-03
1.666666716337203979e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.481852173805236816e-01,4.102686885744333267e-03
1.666666716337203979e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.500000000000000000e-01,-1.432898044586181641e-01,5.767591763287782669e-03
1.666666716337203979e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.500000000000000000e-01,-2.481852471828460693e-01,8.142854203470051289e-04
1.666666716337203979e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.500000000000000000e-01,-2.865796089172363281e-01,-3.482558531686663628e-03
1.666666716337203979e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.500000000000000000e-01,-2.481852322816848755e-01,-5.836588679812848568e-04
1.666666716337203979e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.500000000000000000e-01,-1.432898342609405518e-01,2.097443910315632820e-03
3.333333432674407959e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.481852173805236816e-01,1.242870464920997620e-02
3.333333432674407959e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.298693835735321045e-01,1.089932862669229507e-02
3.333333432674407959e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.500000000000000000e-01,-4.963704347610473633e-01,4.084763582795858383e-03
3.333333432674407959e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.298693835735321045e-01,2.273831749334931374e-03
3.333333432674407959e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.481852322816848755e-01,9.654746390879154205e-03
3.333333432674407959e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.298693835735321045e-01,1.023370213806629181e-02
3.333333432674407959e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.500000000000000000e-01,-7.445556521415710449e-01,1.001689815893769264e-03
3.333333432674407959e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-9.982680901885032654e-03
3.333333432674407959e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.500000000000000000e-01,-7.445555925369262695e-01,-8.876898325979709625e-03
3.333333432674407959e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.298694431781768799e-01,3.843742655590176582e-03
3.333333432674407959e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.963704347610473633e-01,6.526360753923654556e-03
3.333333432674407959e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-3.961186390370130539e-03
3.333333432674407959e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,-9.927408695220947266e-01,-1.487707439810037613e-02
3.333333432674407959e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-1.228806562721729279e-02
3.333333432674407959e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.963704645633697510e-01,2.664153231307864189e-03
3.333333432674407959e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.298693835735321045e-01,1.163374865427613258e-03
3.333333432674407959e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.500000000000000000e-01,-7.445556521415710449e-01,-3.570314263924956322e-03
3.333333432674407959e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-8.793972432613372803e-03
3.333333432674407959e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.500000000000000000e-01,-7.445555925369262695e-01,-6.538024637848138809e-03
3.333333432674407959e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.298694431781768799e-01,6.177258212119340897e-03
3.333333432674407959e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.481852322816848755e-01,-1.809315523132681847e-03
3.333333432674407959e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.298694431781768799e-01,-5.084147211164236069e-03
3.333333432674407959e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.500000000000000000e-01,-4.963704645633697510e-01,-2.261979272589087486e-03
3.333333432674407959e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.298694431781768799e-01,-1.759145176038146019e-03
3.333333432674407959e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.481852471828460693e-01,4.109385889023542404e-03
5.000000000000000000e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.865795791149139404e-01,-1.385144656524062157e-03
5.000000000000000000e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.963704347610473633e-01,-2.527823904529213905e-03
5.000000000000000000e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.500000000000000000e-01,-5.731591582298278809e-01,-6.659029517322778702e-03
5.000000000000000000e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.963703751564025879e-01,-4.372652154415845871e-03
5.000000000000000000e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.865796089172363281e-01,7.439439184963703156e-03
5.000000000000000000e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.963704347610473633e-01,-6.658395752310752869e-03
5.000000000000000000e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-1.389285735785961151e-02
5.000000000000000000e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.500000000000000000e-01,-9.927408695220947266e-01,-1.826534606516361237e-02
5.000000000000000000e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-1.162816025316715240e-02
5.000000000000000000e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.963704645633697510e-01,1.815606839954853058e-03
5.000000000000000000e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.500000000000000000e-01,-5.731591582298278809e-01,-7.862187922000885010e-03
5.000000000000000000e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.500000000000000000e-01,-9.927408695220947266e-01,-1.530091930180788040e-02
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,-1.146318316459655762e+00,-1.876795850694179535e-02
5.000000000000000000e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.500000000000000000e-01,-9.927407503128051758e-01,-1.095337979495525360e-02
5.000000000000000000e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.500000000000000000e-01,-5.731592178344726562e-01,1.842127414420247078e-03
5.000000000000000000e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.963703751564025879e-01,1.504205400124192238e-03
5.000000000000000000e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-3.873210167512297630e-03
5.000000000000000000e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.500000000000000000e-01,-9.927407503128051758e-01,-3.723671426996588707e-03
5.000000000000000000e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.500000000000000000e-01,-8.597387075424194336e-01,-1.224608859047293663e-03
5.000000000000000000e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.963704347610473633e-01,5.557392723858356476e-03
5.000000000000000000e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.865796089172363281e-01,2.907334128394722939e-03
5.000000000000000000e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.963704943656921387e-01,-1.555347582325339317e-03
5.000000000000000000e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.500000000000000000e-01,-5.731592178344726562e-01,1.781959319487214088e-03
5.000000000000000000e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.963704645633697510e-01,3.121092217043042183e-03
5.000000000000000000e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.865796685218811035e-01,6.026021670550107956e-03
6.666666865348815918e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.481851875782012939e-01,-5.976918619126081467e-03
6.666666865348815918e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.298693835735321045e-01,-6.411529146134853363e-03
6.666666865348815918e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.500000000000000000e-01,-4.963703751564025879e-01,-7.782471831887960434e-03
6.666666865348815918e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.298693537712097168e-01,-7.156416308134794235e-03
6.666666865348815918e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.481852173805236816e-01,6.932282121852040291e-05
6.666666865348815918e-01,3.333333432674407959e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.298693835735321045e-01,-1.356585137546062469e-02
6.666666865348815918e-01,3.333333432674407959e-01,3.333333432674407959e-01,7.500000000000000000e-01,-7.445556521415710449e-01,-1.703690923750400543e-02
6.666666865348815918e-01,3.333333432674407959e-01,5.000000000000000000e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-1.680461131036281586e-02
6.666666865348815918e-01,3.333333432674407959e-01,6.666666865348815918e-01,7.500000000000000000e-01,-7.445555925369262695e-01,-1.341745629906654358e-02
6.666666865348815918e-01,3.333333432674407959e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.298694431781768799e-01,-3.293575020506978035e-03
6.666666865348815918e-01,5.000000000000000000e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.963703751564025879e-01,-1.409258414059877396e-02
6.666666865348815918e-01,5.000000000000000000e-01,3.333333432674407959e-01,7.500000000000000000e-01,-8.597387671470642090e-01,-2.020642533898353577e-02
6.666666865348815918e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,-9.927407503128051758e-01,-1.784435473382472992e-02
6.666666865348815918e-01,5.000000000000000000e-01,6.666666865348815918e-01,7.500000000000000000e-01,-8.597387075424194336e-01,-1.115314103662967682e-02
6.666666865348815918e-01,5.000000000000000000e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.963704347610473633e-01,-3.204458160325884819e-03
6.666666865348815918e-01,6.666666865348815918e-01,1.666666716337203979e-01,7.500000000000000000e-01,-4.298693537712097168e-01,-4.862376954406499863e-03
6.666666865348815918e-01,6.666666865348815918e-01,3.333333432674407959e-01,7.500000000000000000e-01,-7.445555925369262695e-01,-8.241919800639152527e-03
6.666666865348815918e-01,6.666666865348815918e-01,5.000000000000000000e-01,7.500000000000000000e-01,-8.597387075424194336e-01,-5.922628100961446762e-03
6.666666865348815918e-01,6.666666865348815918e-01,6.666666865348815918e-01,7.500000000000000000e-01,-7.445555925369262695e-01,-8.301396737806499004e-04
6.666666865348815918e-01,6.666666865348815918e-01,8.333333134651184082e-01,7.500000000000000000e-01,-4.298693835735321045e-01,-1.814893330447375774e-04
6.666666865348815918e-01,8.333333134651184082e-01,1.666666716337203979e-01,7.500000000000000000e-01,-2.481852173805236816e-01,-3.871401539072394371e-03
6.666666865348815918e-01,8.333333134651184082e-01,3.333333432674407959e-01,7.500000000000000000e-01,-4.298693835735321045e-01,-2.006796887144446373e-03
6.666666865348815918e-01,8.333333134651184082e-01,5.000000000000000000e-01,7.500000000000000000e-01,-4.963704347610473633e-01,3.206416149623692036e-04
6.666666865348815918e-01,8.333333134651184082e-01,6.666666865348815918e-01,7.500000000000000000e-01,-4.298693835735321045e-01,7.125562522560358047e-03
6.666666865348815918e-01,8.333333134651184082e-01,8.333333134651184082e-01,7.500000000000000000e-01,-2.481852322816848755e-01,6.353401113301515579e-03
8.333333134651184082e-01,1.666666716337203979e-01,1.666666716337203979e-01,7.500000000000000000e-01,-1.432898044586181641e-01,1.313353655859827995e-03
8.333333134651184082e-01,1.666666716337203979e-01,3.333333432674407959e-01,7.500000000000000000e-01,-2.481852471828460693e-01,3.463763045147061348e-03
8.333333134651184082e-01,1.666666716337203979e-01,5.000000000000000000e-01,7.500000000000000000e-01,-2.865796089172363281e-01,5.462529603391885757e-03
8.333333134651184082e-01,1.666666716337203979e-01,6.666666865348815918e-01,7.500000000000000000e-01,-2.481852322816848755e-01,3.949977923184633255e-03
8.333333134651184082e-01,1.666666716337203979e-01,8.333333134651184082e-01,7.500000000000000000e-01,-1.432898342609405518e-01,-6.072655785828828812e-03
