x,t,u_true,u_pred
8.076922893524169922e-01,8.999999761581420898e-01,1.626764051616191864e-02,1.616486161947250366e-02
8.269230723381042480e-01,8.999999761581420898e-01,1.481497567147016525e-02,1.472208928316831589e-02
8.461538553237915039e-01,8.999999761581420898e-01,1.330825127661228180e-02,1.322737801820039749e-02
8.653846383094787598e-01,8.999999761581420898e-01,1.175296772271394730e-02,1.168633531779050827e-02
8.846153616905212402e-01,8.999999761581420898e-01,1.015480421483516693e-02,1.010529790073633194e-02
9.038461446762084961e-01,8.999999761581420898e-01,8.519581519067287445e-03,8.489801548421382904e-03
9.230769276618957520e-01,8.999999761581420898e-01,6.853271275758743286e-03,6.846562959253787994e-03
9.423077106475830078e-01,8.999999761581420898e-01,5.161947570741176605e-03,5.182194523513317108e-03
9.615384340286254883e-01,8.999999761581420898e-01,3.451801836490631104e-03,3.502863459289073944e-03
9.807692170143127441e-01,8.999999761581420898e-01,1.729054260067641735e-03,1.815167255699634552e-03
1.923076994717121124e-02,8.799999952316284180e-01,1.871111337095499039e-03,1.945079304277896881e-03
3.846153989434242249e-02,8.799999952316284180e-01,3.735395148396492004e-03,3.773252479732036591e-03
5.769230797886848450e-02,8.799999952316284180e-01,5.586048588156700134e-03,5.592674948275089264e-03
7.692307978868484497e-02,8.799999952316284180e-01,7.416320033371448517e-03,7.396346889436244965e-03
9.615384787321090698e-02,8.799999952316284180e-01,9.219529107213020325e-03,9.175962768495082855e-03
1.153846159577369690e-01,8.799999952316284180e-01,1.098909787833690643e-02,1.092519890516996384e-02
1.346153914928436279e-01,8.799999952316284180e-01,1.271856855601072311e-02,1.263711508363485336e-02
1.538461595773696899e-01,8.799999952316284180e-01,1.440163049846887589e-02,1.430509891360998154e-02
1.730769276618957520e-01,8.799999952316284180e-01,1.603214256465435028e-02,1.592240482568740845e-02
1.923076957464218140e-01,8.799999952316284180e-01,1.760415360331535339e-02,1.748301461338996887e-02
2.115384638309478760e-01,8.799999952316284180e-01,1.911193132400512695e-02,1.898160949349403381e-02
2.307692319154739380e-01,8.799999952316284180e-01,2.054996974766254425e-02,2.041191607713699341e-02
2.500000000000000000e-01,8.799999952316284180e-01,2.191302366554737091e-02,2.176863700151443481e-02
2.692307829856872559e-01,8.799999952316284180e-01,2.319612167775630951e-02,2.304735407233238220e-02
2.884615361690521240e-01,8.799999952316284180e-01,2.439457736909389496e-02,2.424269169569015503e-02
3.076923191547393799e-01,8.799999952316284180e-01,2.550402097404003143e-02,2.535026147961616516e-02
3.269230723381042480e-01,8.799999952316284180e-01,2.652040310204029083e-02,2.636553719639778137e-02
3.461538553237915039e-01,8.799999952316284180e-01,2.744001522660255432e-02,2.728535234928131104e-02
3.653846085071563721e-01,8.799999952316284180e-01,2.825949713587760925e-02,2.810566127300262451e-02
3.846153914928436279e-01,8.799999952316284180e-01,2.897586673498153687e-02,2.882335707545280457e-02
4.038461446762084961e-01,8.799999952316284180e-01,2.958650887012481689e-02,2.943581342697143555e-02
4.230769276618957520e-01,8.799999952316284180e-01,3.008919209241867065e-02,2.994093298912048340e-02
4.423076808452606201e-01,8.799999952316284180e-01,3.048208169639110565e-02,3.033597394824028015e-02
4.615384638309478760e-01,8.799999952316284180e-01,3.076374530792236328e-02,3.061995282769203186e-02
4.807692170143127441e-01,8.799999952316284180e-01,3.093315660953521729e-02,3.079171478748321533e-02
5.000000000000000000e-01,8.799999952316284180e-01,3.098969534039497375e-02,3.085006400942802429e-02
5.192307829856872559e-01,8.799999952316284180e-01,3.093315660953521729e-02,3.079520910978317261e-02
5.384615659713745117e-01,8.799999952316284180e-01,3.076374530792236328e-02,3.062682598829269409e-02
5.576922893524169922e-01,8.799999952316284180e-01,3.048208169639110565e-02,3.034622222185134888e-02
5.769230723381042480e-01,8.799999952316284180e-01,3.008919022977352142e-02,2.995378896594047546e-02
5.961538553237915039e-01,8.799999952316284180e-01,2.958650887012481689e-02,2.945094555616378784e-02
6.153846383094787598e-01,8.799999952316284180e-01,2.897586673498153687e-02,2.884003147482872009e-02
6.346153616905212402e-01,8.799999952316284180e-01,2.825949899852275848e-02,2.812249213457107544e-02
6.538461446762084961e-01,8.799999952316284180e-01,2.744001150131225586e-02,2.730204910039901733e-02
6.730769276618957520e-01,8.799999952316284180e-01,2.652039937674999237e-02,2.638116478919982910e-02
6.923077106475830078e-01,8.799999952316284180e-01,2.550401538610458374e-02,2.536347135901451111e-02
7.115384340286254883e-01,8.799999952316284180e-01,2.439457736909389496e-02,2.425358444452285767e-02
7.307692170143127441e-01,8.799999952316284180e-01,2.319611981511116028e-02,2.305462583899497986e-02
7.500000000000000000e-01,8.799999952316284180e-01,2.191302366554737091e-02,2.177125960588455200e-02
7.692307829856872559e-01,8.799999952316284180e-01,2.054996974766254425e-02,2.040894329547882080e-02
7.884615659713745117e-01,8.799999952316284180e-01,1.911192946135997772e-02,1.897315308451652527e-02
8.076922893524169922e-01,8.799999952316284180e-01,1.760415174067020416e-02,1.746836677193641663e-02
8.269230723381042480e-01,8.799999952316284180e-01,1.603213883936405182e-02,1.590101048350334167e-02
8.461538553237915039e-01,8.799999952316284180e-01,1.440162584185600281e-02,1.427682396024465561e-02
8.653846383094787598e-01,8.799999952316284180e-01,1.271856389939785004e-02,1.260200608521699905e-02
8.846153616905212402e-01,8.799999952316284180e-01,1.098909880965948105e-02,1.088299695402383804e-02
9.038461446762084961e-01,8.799999952316284180e-01,9.219530038535594940e-03,9.126421995460987091e-03
9.230769276618957520e-01,8.799999952316284180e-01,7.416320033371448517e-03,7.338750176131725311e-03
9.423077106475830078e-01,8.799999952316284180e-01,5.586041137576103210e-03,5.527452565729618073e-03
9.615384340286254883e-01,8.799999952316284180e-01,3.735393751412630081e-03,3.698782064020633698e-03
9.807692170143127441e-01,8.799999952316284180e-01,1.871109358035027981e-03,1.860815100371837616e-03
1.923076994717121124e-02,8.600000143051147461e-01,2.024836605414748192e-03,1.988914795219898224e-03
3.846153989434242249e-02,8.600000143051147461e-01,4.042285028845071793e-03,3.980097360908985138e-03
5.769230797886848450e-02,8.600000143051147461e-01,6.044982932507991791e-03,5.960968323051929474e-03
7.692307978868484497e-02,8.600000143051147461e-01,8.025623857975006104e-03,7.923561148345470428e-03
9.615384787321090698e-02,8.600000143051147461e-01,9.976980276405811310e-03,9.859648533165454865e-03
1.153846159577369690e-01,8.600000143051147461e-01,1.189193129539489746e-02,1.176225673407316208e-02
1.346153914928436279e-01,8.600000143051147461e-01,1.376349013298749924e-02,1.362315844744443893e-02
1.538461595773696899e-01,8.600000143051147461e-01,1.558482833206653595e-02,1.543609891086816788e-02
1.730769276618957520e-01,8.600000143051147461e-01,1.734929904341697693e-02,1.719354465603828430e-02
1.923076957464218140e-01,8.600000143051147461e-01,1.905046217143535614e-02,1.888915523886680603e-02
2.115384638309478760e-01,8.600000143051147461e-01,2.068211324512958527e-02,2.051720768213272095e-02
2.307692319154739380e-01,8.600000143051147461e-01,2.223829738795757294e-02,2.207067236304283142e-02
2.500000000000000000e-01,8.600000143051147461e-01,2.371333725750446320e-02,2.354424446821212769e-02
2.692307829856872559e-01,8.600000143051147461e-01,2.510184980928897858e-02,2.493275701999664307e-02
2.884615361690521240e-01,8.600000143051147461e-01,2.639876864850521088e-02,2.623071148991584778e-02
3.076923191547393799e-01,8.600000143051147461e-01,2.759936079382896423e-02,2.743265777826309204e-02
3.269230723381042480e-01,8.600000143051147461e-01,2.869924530386924744e-02,2.853485196828842163e-02
3.461538553237915039e-01,8.600000143051147461e-01,2.969441004097461700e-02,2.953315526247024536e-02
3.653846085071563721e-01,8.600000143051147461e-01,3.058121912181377411e-02,3.042354807257652283e-02
3.846153914928436279e-01,8.600000143051147461e-01,3.135644271969795227e-02,3.120223805308341980e-02
4.038461446762084961e-01,8.600000143051147461e-01,3.201725333929061890e-02,3.186720982193946838e-02
4.230769276618957520e-01,8.600000143051147461e-01,3.256123512983322144e-02,3.241507336497306824e-02
4.423076808452606201e-01,8.600000143051147461e-01,3.298640623688697815e-02,3.284393996000289917e-02
4.615384638309478760e-01,8.600000143051147461e-01,3.329120948910713196e-02,3.315224871039390564e-02
4.807692170143127441e-01,8.600000143051147461e-01,3.347453847527503967e-02,3.333894908428192139e-02
5.000000000000000000e-01,8.600000143051147461e-01,3.353572264313697815e-02,3.340227156877517700e-02
5.192307829856872559e-01,8.600000143051147461e-01,3.347453847527503967e-02,3.334297984838485718e-02
5.384615659713745117e-01,8.600000143051147461e-01,3.329120948910713196e-02,3.316095843911170959e-02
5.576922893524169922e-01,8.600000143051147461e-01,3.298640623688697815e-02,3.285662457346916199e-02
5.769230723381042480e-01,8.600000143051147461e-01,3.256123512983322144e-02,3.243099153041839600e-02
5.961538553237915039e-01,8.600000143051147461e-01,3.201725333929061890e-02,3.188594803214073181e-02
6.153846383094787598e-01,8.600000143051147461e-01,3.135644271969795227e-02,3.122378513216972351e-02
6.346153616905212402e-01,8.600000143051147461e-01,3.058122098445892334e-02,3.044622391462326050e-02
6.538461446762084961e-01,8.600000143051147461e-01,2.969440631568431854e-02,2.955612912774085999e-02
6.730769276618957520e-01,8.600000143051147461e-01,2.869924157857894897e-02,2.855810895562171936e-02
6.923077106475830078e-01,8.600000143051147461e-01,2.759935520589351654e-02,2.745492011308670044e-02
7.115384340286254883e-01,8.600000143051147461e-01,2.639876864850521088e-02,2.625070512294769287e-02
7.307692170143127441e-01,8.600000143051147461e-01,2.510184794664382935e-02,2.495025098323822021e-02
7.500000000000000000e-01,8.600000143051147461e-01,2.371333725750446320e-02,2.355846390128135681e-02
7.692307829856872559e-01,8.600000143051147461e-01,2.223829738795757294e-02,2.208109572529792786e-02
7.884615659713745117e-01,8.600000143051147461e-01,2.068211138248443604e-02,2.052225545048713684e-02
8.076922893524169922e-01,8.600000143051147461e-01,1.905046030879020691e-02,1.888954266905784607e-02
8.269230723381042480e-01,8.600000143051147461e-01,1.734929531812667847e-02,1.718815043568611145e-02
8.461538553237915039e-01,8.600000143051147461e-01,1.558482367545366287e-02,1.542470324784517288e-02
8.653846383094787598e-01,8.600000143051147461e-01,1.376348547637462616e-02,1.360613945871591568e-02
8.846153616905212402e-01,8.600000143051147461e-01,1.189193222671747208e-02,1.173899043351411819e-02
9.038461446762084961e-01,8.600000143051147461e-01,9.976981207728385925e-03,9.830239228904247284e-03
9.230769276618957520e-01,8.600000143051147461e-01,8.025623857975006104e-03,7.887286134064197540e-03
9.423077106475830078e-01,8.600000143051147461e-01,6.044974550604820251e-03,5.917980335652828217e-03
9.615384340286254883e-01,8.600000143051147461e-01,4.042283166199922562e-03,3.929576836526393890e-03
9.807692170143127441e-01,8.600000143051147461e-01,2.024834509938955307e-03,1.929196529090404510e-03
1.923076994717121124e-02,8.399999737739562988e-01,2.191192936152219772e-03,2.060214988887310028e-03
3.846153989434242249e-02,8.399999737739562988e-01,4.374390468001365662e-03,4.226780496537685394e-03
5.769230797886848450e-02,8.399999737739562988e-01,6.541626062244176865e-03,6.380706094205379486e-03
7.692307978868484497e-02,8.399999737739562988e-01,8.684992790222167969e-03,8.514367975294589996e-03
9.615384787321090698e-02,8.399999737739562988e-01,1.079666800796985626e-02,1.061850693076848984e-02
1.153846159577369690e-01,8.399999737739562988e-01,1.286894734948873520e-02,1.268506329506635666e-02
1.346153914928436279e-01,8.399999737739562988e-01,1.489427033811807632e-02,1.470654550939798355e-02
1.538461595773696899e-01,8.399999737739562988e-01,1.686524599790573120e-02,1.667531952261924744e-02
1.730769276618957520e-01,8.399999737739562988e-01,1.877468079328536987e-02,1.858330518007278442e-02
1.923076957464218140e-01,8.399999737739562988e-01,2.061560750007629395e-02,2.042420580983161926e-02
2.115384638309478760e-01,8.399999737739562988e-01,2.238131314516067505e-02,2.219104766845703125e-02
2.307692319154739380e-01,8.399999737739562988e-01,2.406534925103187561e-02,2.387684956192970276e-02
2.500000000000000000e-01,8.399999737739562988e-01,2.566157467663288116e-02,2.547623217105865479e-02
2.692307829856872559e-01,8.399999737739562988e-01,2.716416493058204651e-02,2.698237821459770203e-02
2.884615361690521240e-01,8.399999737739562988e-01,2.856763638556003571e-02,2.839021012187004089e-02
3.076923191547393799e-01,8.399999737739562988e-01,2.986686676740646362e-02,2.969427779316902161e-02
3.269230723381042480e-01,8.399999737739562988e-01,3.105711378157138824e-02,3.088940680027008057e-02
3.461538553237915039e-01,8.399999737739562988e-01,3.213404119014739990e-02,3.197259083390235901e-02
3.653846085071563721e-01,8.399999737739562988e-01,3.309370949864387512e-02,3.293791413307189941e-02
3.846153914928436279e-01,8.399999737739562988e-01,3.393262252211570740e-02,3.378263488411903381e-02
4.038461446762084961e-01,8.399999737739562988e-01,3.464772552251815796e-02,3.450350835919380188e-02
4.230769276618957520e-01,8.399999737739562988e-01,3.523639962077140808e-02,3.509734198451042175e-02
4.423076808452606201e-01,8.399999737739562988e-01,3.569649904966354370e-02,3.556277975440025330e-02
4.615384638309478760e-01,8.399999737739562988e-01,3.602634370326995850e-02,3.589673340320587158e-02
4.807692170143127441e-01,8.399999737739562988e-01,3.622473776340484619e-02,3.609896451234817505e-02
5.000000000000000000e-01,8.399999737739562988e-01,3.629094734787940979e-02,3.616817668080329895e-02
5.192307829856872559e-01,8.399999737739562988e-01,3.622473776340484619e-02,3.610423207283020020e-02
5.384615659713745117e-01,8.399999737739562988e-01,3.602634370326995850e-02,3.590681031346321106e-02
5.576922893524169922e-01,8.399999737739562988e-01,3.569649904966354370e-02,3.557694703340530396e-02
5.769230723381042480e-01,8.399999737739562988e-01,3.523639589548110962e-02,3.511622548103332520e-02
5.961538553237915039e-01,8.399999737739562988e-01,3.464772552251815796e-02,3.452577814459800720e-02
6.153846383094787598e-01,8.399999737739562988e-01,3.393262252211570740e-02,3.380781039595603943e-02
6.346153616905212402e-01,8.399999737739562988e-01,3.309370949864387512e-02,3.296516090631484985e-02
6.538461446762084961e-01,8.399999737739562988e-01,3.213403746485710144e-02,3.200132399797439575e-02
6.730769276618957520e-01,8.399999737739562988e-01,3.105711005628108978e-02,3.091941401362419128e-02
6.923077106475830078e-01,8.399999737739562988e-01,2.986685931682586670e-02,2.972340956330299377e-02
7.115384340286254883e-01,8.399999737739562988e-01,2.856763638556003571e-02,2.841823175549507141e-02
7.307692170143127441e-01,8.399999737739562988e-01,2.716416306793689728e-02,2.700892463326454163e-02
7.500000000000000000e-01,8.399999737739562988e-01,2.566157467663288116e-02,2.550002932548522949e-02
7.692307829856872559e-01,8.399999737739562988e-01,2.406534925103187561e-02,2.389766648411750793e-02
7.884615659713745117e-01,8.399999737739562988e-01,2.238131128251552582e-02,2.220820263028144836e-02
8.076922893524169922e-01,8.399999737739562988e-01,2.061560563743114471e-02,2.043696492910385132e-02
8.269230723381042480e-01,8.399999737739562988e-01,1.877467706799507141e-02,1.859150826930999756e-02
8.461538553237915039e-01,8.399999737739562988e-01,1.686524040997028351e-02,1.667850092053413391e-02
8.653846383094787598e-01,8.399999737739562988e-01,1.489426475018262863e-02,1.470492687076330185e-02
8.846153616905212402e-01,8.399999737739562988e-01,1.286894921213388443e-02,1.267872843891382217e-02
9.038461446762084961e-01,8.399999737739562988e-01,1.079666893929243088e-02,1.060640532523393631e-02
9.230769276618957520e-01,8.399999737739562988e-01,8.684992790222167969e-03,8.496914990246295929e-03
9.423077106475830078e-01,8.399999737739562988e-01,6.541617214679718018e-03,6.357896141707897186e-03
9.615384340286254883e-01,8.399999737739562988e-01,4.374389071017503738e-03,4.196834750473499298e-03
9.807692170143127441e-01,8.399999737739562988e-01,2.191190607845783234e-03,2.022850327193737030e-03
1.923076994717121124e-02,8.199999928474426270e-01,2.371216425672173500e-03,2.160017378628253937e-03
3.846153989434242249e-02,8.199999928474426270e-01,4.733780398964881897e-03,4.514825530350208282e-03
5.769230797886848450e-02,8.199999928474426270e-01,7.079071365296840668e-03,6.855060346424579620e-03
7.692307978868484497e-02,8.199999928474426270e-01,9.398531168699264526e-03,9.172010235488414764e-03
9.615384787321090698e-02,8.199999928474426270e-01,1.168369688093662262e-02,1.145682390779256821e-02
1.153846159577369690e-01,8.199999928474426270e-01,1.392623130232095718e-02,1.369994226843118668e-02
1.346153914928436279e-01,8.199999928474426270e-01,1.611794903874397278e-02,1.589427515864372253e-02
1.538461595773696899e-01,8.199999928474426270e-01,1.825085468590259552e-02,1.803010702133178711e-02
1.730769276618957520e-01,8.199999928474426270e-01,2.031716518104076385e-02,2.010024338960647583e-02
1.923076957464218140e-01,8.199999928474426270e-01,2.230933867394924164e-02,2.209722250699996948e-02
2.115384638309478760e-01,8.199999928474426270e-01,2.422010898590087891e-02,2.401360124349594116e-02
2.307692319154739380e-01,8.199999928474426270e-01,2.604250237345695496e-02,2.584171667695045471e-02
2.500000000000000000e-01,8.199999928474426270e-01,2.776987105607986450e-02,2.757571637630462646e-02
2.692307829856872559e-01,8.199999928474426270e-01,2.939590997993946075e-02,2.920878306031227112e-02
2.884615361690521240e-01,8.199999928474426270e-01,3.091468662023544312e-02,3.073458001017570496e-02
3.076923191547393799e-01,8.199999928474426270e-01,3.232065960764884949e-02,3.214867040514945984e-02
3.269230723381042480e-01,8.199999928474426270e-01,3.360869735479354858e-02,3.344459459185600281e-02
3.461538553237915039e-01,8.199999928474426270e-01,3.477409854531288147e-02,3.461787104606628418e-02
3.653846085071563721e-01,8.199999928474426270e-01,3.581260889768600464e-02,3.566416725516319275e-02
3.846153914928436279e-01,8.199999928474426270e-01,3.672045096755027771e-02,3.657940402626991272e-02
4.038461446762084961e-01,8.199999928474426270e-01,3.749430179595947266e-02,3.736048191785812378e-02
4.230769276618957520e-01,8.199999928474426270e-01,3.813134133815765381e-02,3.800412267446517944e-02
4.423076808452606201e-01,8.199999928474426270e-01,3.862924128770828247e-02,3.850797563791275024e-02
4.615384638309478760e-01,8.199999928474426270e-01,3.898618742823600769e-02,3.887040913105010986e-02
4.807692170143127441e-01,8.199999928474426270e-01,3.920087963342666626e-02,3.908941149711608887e-02
5.000000000000000000e-01,8.199999928474426270e-01,3.927252814173698425e-02,3.916398808360099792e-02
5.192307829856872559e-01,8.199999928474426270e-01,3.920087963342666626e-02,3.909457847476005554e-02
5.384615659713745117e-01,8.199999928474426270e-01,3.898618742823600769e-02,3.888077661395072937e-02
5.576922893524169922e-01,8.199999928474426270e-01,3.862924128770828247e-02,3.852387145161628723e-02
5.769230723381042480e-01,8.199999928474426270e-01,3.813133761286735535e-02,3.802488744258880615e-02
5.961538553237915039e-01,8.199999928474426270e-01,3.749430179595947266e-02,3.738521412014961243e-02
6.153846383094787598e-01,8.199999928474426270e-01,3.672045096755027771e-02,3.660760447382926941e-02
6.346153616905212402e-01,8.199999928474426270e-01,3.581261262297630310e-02,3.569519892334938049e-02
6.538461446762084961e-01,8.199999928474426270e-01,3.477409482002258301e-02,3.465094417333602905e-02
6.730769276618957520e-01,8.199999928474426270e-01,3.360868990421295166e-02,3.347874432802200317e-02
6.923077106475830078e-01,8.199999928474426270e-01,3.232065215706825256e-02,3.218361362814903259e-02
7.115384340286254883e-01,8.199999928474426270e-01,3.091468662023544312e-02,3.076932579278945923e-02
7.307692170143127441e-01,8.199999928474426270e-01,2.939590811729431152e-02,2.924213185906410217e-02
7.500000000000000000e-01,8.199999928474426270e-01,2.776987105607986450e-02,2.760763093829154968e-02
7.692307829856872559e-01,8.199999928474426270e-01,2.604250237345695496e-02,2.587120980024337769e-02
7.884615659713745117e-01,8.199999928474426270e-01,2.422010712325572968e-02,2.403993159532546997e-02
8.076922893524169922e-01,8.199999928474426270e-01,2.230933681130409241e-02,2.212063595652580261e-02
8.269230723381042480e-01,8.199999928474426270e-01,2.031716145575046539e-02,2.012009173631668091e-02
8.461538553237915039e-01,8.199999928474426270e-01,1.825084909796714783e-02,1.804593577980995178e-02
8.653846383094787598e-01,8.199999928474426270e-01,1.611794345080852509e-02,1.590557768940925598e-02
8.846153616905212402e-01,8.199999928474426270e-01,1.392623223364353180e-02,1.370792370289564133e-02
9.038461446762084961e-01,8.199999928474426270e-01,1.168369781225919724e-02,1.146004069596529007e-02
9.230769276618957520e-01,8.199999928474426270e-01,9.398531168699264526e-03,9.171043522655963898e-03
9.423077106475830078e-01,8.199999928474426270e-01,7.079061120748519897e-03,6.849327124655246735e-03
9.615384340286254883e-01,8.199999928474426270e-01,4.733778536319732666e-03,4.503265954554080963e-03
9.807692170143127441e-01,8.199999928474426270e-01,2.371213864535093307e-03,2.142374403774738312e-03
1.923076994717121124e-02,8.000000119209289551e-01,2.566029084846377373e-03,2.289951778948307037e-03
3.846153989434242249e-02,8.000000119209289551e-01,5.122695118188858032e-03,4.846601746976375580e-03
5.769230797886848450e-02,8.000000119209289551e-01,7.660668808966875076e-03,7.387080229818820953e-03
7.692307978868484497e-02,8.000000119209289551e-01,1.017068978399038315e-02,9.901748038828372955e-03
9.615384787321090698e-02,8.000000119209289551e-01,1.264359802007675171e-02,1.238039974123239517e-02
1.153846159577369690e-01,8.000000119209289551e-01,1.507037319242954254e-02,1.481384690850973129e-02
1.346153914928436279e-01,8.000000119209289551e-01,1.744215749204158783e-02,1.719317585229873657e-02
1.538461595773696899e-01,8.000000119209289551e-01,1.975029706954956055e-02,1.950918510556221008e-02
1.730769276618957520e-01,8.000000119209289551e-01,2.198636904358863831e-02,2.175321057438850403e-02
1.923076957464218140e-01,8.000000119209289551e-01,2.414221502840518951e-02,2.391853556036949158e-02
2.115384638309478760e-01,8.000000119209289551e-01,2.620996907353401184e-02,2.599493041634559631e-02
2.307692319154739380e-01,8.000000119209289551e-01,2.818208560347557068e-02,2.797703072428703308e-02
2.500000000000000000e-01,8.000000119209289551e-01,3.005136922001838684e-02,2.985575050115585327e-02
2.692307829856872559e-01,8.000000119209289551e-01,3.181099891662597656e-02,3.162515535950660706e-02
2.884615361690521240e-01,8.000000119209289551e-01,3.345455601811408997e-02,3.327858448028564453e-02
3.076923191547393799e-01,8.000000119209289551e-01,3.497603908181190491e-02,3.481030091643333435e-02
3.269230723381042480e-01,8.000000119209289551e-01,3.636989742517471313e-02,3.621410578489303589e-02
3.461538553237915039e-01,8.000000119209289551e-01,3.763104602694511414e-02,3.748496621847152710e-02
3.653846085071563721e-01,8.000000119209289551e-01,3.875488042831420898e-02,3.861829638481140137e-02
3.846153914928436279e-01,8.000000119209289551e-01,3.973730653524398804e-02,3.960978984832763672e-02
4.038461446762084961e-01,8.000000119209289551e-01,4.057473316788673401e-02,4.045531153678894043e-02
4.230769276618957520e-01,8.000000119209289551e-01,4.126410931348800659e-02,4.115289077162742615e-02
4.423076808452606201e-01,8.000000119209289551e-01,4.180291667580604553e-02,4.169784858822822571e-02
4.615384638309478760e-01,8.000000119209289551e-01,4.218918830156326294e-02,4.209032282233238220e-02
4.807692170143127441e-01,8.000000119209289551e-01,4.242151603102684021e-02,4.232744500041007996e-02
5.000000000000000000e-01,8.000000119209289551e-01,4.249905422329902649e-02,4.240828379988670349e-02
5.192307829856872559e-01,8.000000119209289551e-01,4.242151603102684021e-02,4.233305901288986206e-02
5.384615659713745117e-01,8.000000119209289551e-01,4.218918830156326294e-02,4.210161045193672180e-02
5.576922893524169922e-01,8.000000119209289551e-01,4.180291667580604553e-02,4.171489179134368896e-02
5.769230723381042480e-01,8.000000119209289551e-01,4.126410558819770813e-02,4.117430746555328369e-02
5.961538553237915039e-01,8.000000119209289551e-01,4.057473316788673401e-02,4.048153012990951538e-02
6.153846383094787598e-01,8.000000119209289551e-01,3.973730653524398804e-02,3.964014351367950439e-02
6.346153616905212402e-01,8.000000119209289551e-01,3.875488042831420898e-02,3.865220770239830017e-02
6.538461446762084961e-01,8.000000119209289551e-01,3.763104230165481567e-02,3.752106800675392151e-02
6.730769276618957520e-01,8.000000119209289551e-01,3.636988997459411621e-02,3.625211492180824280e-02
6.923077106475830078e-01,8.000000119209289551e-01,3.497603163123130798e-02,3.484975919127464294e-02
7.115384340286254883e-01,8.000000119209289551e-01,3.345455601811408997e-02,3.331854939460754395e-02
7.307692170143127441e-01,8.000000119209289551e-01,3.181099891662597656e-02,3.166457638144493103e-02
7.500000000000000000e-01,8.000000119209289551e-01,3.005136922001838684e-02,2.989387512207031250e-02
7.692307829856872559e-01,8.000000119209289551e-01,2.818208560347557068e-02,2.801287546753883362e-02
7.884615659713745117e-01,8.000000119209289551e-01,2.620996721088886261e-02,2.602928876876831055e-02
8.076922893524169922e-01,8.000000119209289551e-01,2.414221130311489105e-02,2.395006269216537476e-02
8.269230723381042480e-01,8.000000119209289551e-01,2.198636531829833984e-02,2.178244665265083313e-02
8.461538553237915039e-01,8.000000119209289551e-01,1.975028961896896362e-02,1.953506469726562500e-02
8.653846383094787598e-01,8.000000119209289551e-01,1.744215004146099091e-02,1.721573993563652039e-02
8.846153616905212402e-01,8.000000119209289551e-01,1.507037412375211716e-02,1.483285706490278244e-02
9.038461446762084961e-01,8.000000119209289551e-01,1.264359988272190094e-02,1.239614095538854599e-02
9.230769276618957520e-01,8.000000119209289551e-01,1.017068978399038315e-02,9.913912974298000336e-03
9.423077106475830078e-01,8.000000119209289551e-01,7.660658098757266998e-03,7.395853288471698761e-03
9.615384340286254883e-01,8.000000119209289551e-01,5.122693255543708801e-03,4.850969649851322174e-03
9.807692170143127441e-01,8.000000119209289551e-01,2.566026523709297180e-03,2.288476563990116119e-03
1.923076994717121124e-02,7.799999713897705078e-01,2.776848385110497475e-03,2.449893392622470856e-03
3.846153989434242249e-02,7.799999713897705078e-01,5.543564446270465851e-03,5.224258638918399811e-03
5.769230797886848450e-02,7.799999713897705078e-01,8.290052413940429688e-03,7.979999296367168427e-03
7.692307978868484497e-02,7.799999713897705078e-01,1.100629102438688278e-02,1.070664543658494949e-02
9.615384787321090698e-02,7.799999713897705078e-01,1.368236914277076721e-02,1.339413505047559738e-02
1.153846159577369690e-01,7.799999713897705078e-01,1.630852185189723969e-02,1.603203266859054565e-02
1.346153914928436279e-01,7.799999713897705078e-01,1.887516677379608154e-02,1.861079037189483643e-02
1.538461595773696899e-01,7.799999713897705078e-01,2.137293666601181030e-02,2.112086117267608643e-02
1.730769276618957520e-01,7.799999713897705078e-01,2.379272133111953735e-02,2.355291321873664856e-02
1.923076957464218140e-01,7.799999713897705078e-01,2.612568624317646027e-02,2.589845284819602966e-02
2.115384638309478760e-01,7.799999713897705078e-01,2.836332283914089203e-02,2.814816683530807495e-02
2.307692319154739380e-01,7.799999713897705078e-01,3.049746342003345490e-02,3.029469400644302368e-02
2.500000000000000000e-01,7.799999713897705078e-01,3.252032399177551270e-02,3.232984244823455811e-02
2.692307829856872559e-01,7.799999713897705078e-01,3.442452102899551392e-02,3.424622491002082825e-02
2.884615361690521240e-01,7.799999713897705078e-01,3.620310872793197632e-02,3.603712841868400574e-02
3.076923191547393799e-01,7.799999713897705078e-01,3.784959390759468079e-02,3.769567981362342834e-02
3.269230723381042480e-01,7.799999713897705078e-01,3.935796767473220825e-02,3.921544924378395081e-02
3.461538553237915039e-01,7.799999713897705078e-01,4.072273150086402893e-02,4.059155657887458801e-02
3.653846085071563721e-01,7.799999713897705078e-01,4.193889349699020386e-02,4.181838035583496094e-02
3.846153914928436279e-01,7.799999713897705078e-01,4.300203546881675720e-02,4.289161786437034607e-02
4.038461446762084961e-01,7.799999713897705078e-01,4.390826448798179626e-02,4.380702227354049683e-02
4.230769276618957520e-01,7.799999713897705078e-01,4.465427994728088379e-02,4.456160962581634521e-02
4.423076808452606201e-01,7.799999713897705078e-01,4.523735120892524719e-02,4.515225440263748169e-02
4.615384638309478760e-01,7.799999713897705078e-01,4.565535858273506165e-02,4.557628929615020752e-02
4.807692170143127441e-01,7.799999713897705078e-01,4.590677469968795776e-02,4.583271220326423645e-02
5.000000000000000000e-01,7.799999713897705078e-01,4.599068313837051392e-02,4.592015594244003296e-02
