x,y,t,u_true,u_pred
0.000000000000000000e+00,4.375000000000000000e-01,3.281250000000000000e-01,-0.000000000000000000e+00,4.807040095329284668e-04
1.000000000000000000e+00,5.625000000000000000e-01,5.917968750000000000e-01,-3.423256700330057356e-08,-4.885569214820861816e-04
1.000000000000000000e+00,6.250000000000000000e-02,9.375000000000000000e-01,1.174328012609748839e-08,1.726604998111724854e-03
0.000000000000000000e+00,9.375000000000000000e-01,4.687500000000000000e-02,-0.000000000000000000e+00,1.590885221958160400e-04
9.375000000000000000e-01,1.000000000000000000e+00,3.125000000000000000e-01,-4.271716314008244808e-09,2.817735075950622559e-04
6.250000000000000000e-02,0.000000000000000000e+00,3.320312500000000000e-01,-0.000000000000000000e+00,-4.399418830871582031e-04
9.375000000000000000e-02,0.000000000000000000e+00,8.105468750000000000e-01,-0.000000000000000000e+00,-1.691333949565887451e-03
9.062500000000000000e-01,1.000000000000000000e+00,9.355468750000000000e-01,1.900261459297780675e-08,-1.183338463306427002e-04
0.000000000000000000e+00,9.062500000000000000e-01,1.621093750000000000e-01,0.000000000000000000e+00,-1.791526563465595245e-03
1.000000000000000000e+00,9.375000000000000000e-02,2.460937500000000000e-01,1.570285235175106209e-09,1.013398170471191406e-03
1.000000000000000000e+00,5.937500000000000000e-01,5.683593750000000000e-01,-8.306872700813983101e-08,-1.597441732883453369e-03
0.000000000000000000e+00,4.062500000000000000e-01,2.695312500000000000e-01,0.000000000000000000e+00,-3.324612975120544434e-03
4.062500000000000000e-01,1.000000000000000000e+00,4.296875000000000000e-02,2.776131857729069452e-08,1.065547764301300049e-02
5.937500000000000000e-01,0.000000000000000000e+00,5.312500000000000000e-01,0.000000000000000000e+00,-9.887870401144027710e-04
8.437500000000000000e-01,0.000000000000000000e+00,4.414062500000000000e-01,0.000000000000000000e+00,-1.983497291803359985e-03
1.562500000000000000e-01,1.000000000000000000e+00,4.531250000000000000e-01,-1.172662411619285194e-08,-5.086157470941543579e-04
0.000000000000000000e+00,1.562500000000000000e-01,2.382812500000000000e-01,-0.000000000000000000e+00,-3.361575305461883545e-03
1.000000000000000000e+00,8.437500000000000000e-01,3.632812500000000000e-01,3.742134779827210878e-08,2.998175099492073059e-03
1.000000000000000000e+00,3.437500000000000000e-01,5.585937500000000000e-01,-7.330463347443583189e-08,-2.643562853336334229e-03
0.000000000000000000e+00,6.562500000000000000e-01,4.199218750000000000e-01,0.000000000000000000e+00,-2.018749713897705078e-03
6.562500000000000000e-01,1.000000000000000000e+00,7.929687500000000000e-01,6.028127330637289560e-08,-9.409040212631225586e-04
3.437500000000000000e-01,0.000000000000000000e+00,6.914062500000000000e-01,0.000000000000000000e+00,-3.991473466157913208e-03
4.687500000000000000e-01,0.000000000000000000e+00,3.593750000000000000e-01,-0.000000000000000000e+00,3.181658685207366943e-04
5.312500000000000000e-01,1.000000000000000000e+00,4.257812500000000000e-01,-8.680423491114197532e-08,-1.701323315501213074e-03
0.000000000000000000e+00,5.312500000000000000e-01,8.203125000000000000e-02,-0.000000000000000000e+00,-3.215536475181579590e-03
1.000000000000000000e+00,4.687500000000000000e-01,6.230468750000000000e-01,7.214342900851988816e-08,1.821152865886688232e-03
1.000000000000000000e+00,9.687500000000000000e-01,7.421875000000000000e-02,8.465057099726891465e-09,3.513809293508529663e-03
0.000000000000000000e+00,3.125000000000000000e-02,4.042968750000000000e-01,0.000000000000000000e+00,-3.379695117473602295e-03
3.125000000000000000e-02,1.000000000000000000e+00,7.089843750000000000e-01,-8.539132956286721310e-09,-2.207748591899871826e-03
9.687500000000000000e-01,0.000000000000000000e+00,8.085937500000000000e-01,-0.000000000000000000e+00,-1.155860722064971924e-03
7.187500000000000000e-01,0.000000000000000000e+00,1.757812500000000000e-01,0.000000000000000000e+00,2.316574566066265106e-03
2.812500000000000000e-01,1.000000000000000000e+00,7.851562500000000000e-01,6.401827334912013612e-08,-1.667009666562080383e-03
0.000000000000000000e+00,2.812500000000000000e-01,8.984375000000000000e-01,-0.000000000000000000e+00,-9.469091892242431641e-04
1.000000000000000000e+00,7.187500000000000000e-01,2.812500000000000000e-01,-6.740959435092008789e-08,-1.576973125338554382e-03
1.000000000000000000e+00,2.187500000000000000e-01,8.183593750000000000e-01,-1.266715798919904046e-08,-1.977697014808654785e-03
0.000000000000000000e+00,7.812500000000000000e-01,7.812500000000000000e-02,-0.000000000000000000e+00,-8.063688874244689941e-04
7.812500000000000000e-01,1.000000000000000000e+00,1.054687500000000000e-01,1.471523791707340933e-09,-5.688518285751342773e-03
2.187500000000000000e-01,0.000000000000000000e+00,1.523437500000000000e-01,0.000000000000000000e+00,1.271270215511322021e-03
1.562500000000000000e-01,0.000000000000000000e+00,2.343750000000000000e-01,-0.000000000000000000e+00,-3.118701279163360596e-03
8.437500000000000000e-01,1.000000000000000000e+00,2.343750000000000000e-02,-2.081549688170980517e-08,1.198995858430862427e-02
0.000000000000000000e+00,8.437500000000000000e-01,4.062500000000000000e-01,0.000000000000000000e+00,-1.794066280126571655e-03
1.000000000000000000e+00,1.562500000000000000e-01,5.468750000000000000e-02,3.120184999261255143e-08,-7.505901157855987549e-04
1.000000000000000000e+00,6.562500000000000000e-01,6.992187500000000000e-01,-7.241355604037380544e-08,-2.586968243122100830e-03
0.000000000000000000e+00,3.437500000000000000e-01,6.621093750000000000e-01,-0.000000000000000000e+00,-5.796551704406738281e-04
3.437500000000000000e-01,1.000000000000000000e+00,6.875000000000000000e-01,-4.965093580722168554e-08,-2.114836126565933228e-03
6.562500000000000000e-01,0.000000000000000000e+00,3.710937500000000000e-01,-0.000000000000000000e+00,1.155986450612545013e-03
9.062500000000000000e-01,0.000000000000000000e+00,2.617187500000000000e-01,0.000000000000000000e+00,2.814903855323791504e-04
9.375000000000000000e-02,1.000000000000000000e+00,4.765625000000000000e-01,1.734951204923618207e-08,-8.103735744953155518e-04
0.000000000000000000e+00,9.375000000000000000e-02,9.589843750000000000e-01,0.000000000000000000e+00,-1.858733594417572021e-03
1.000000000000000000e+00,9.062500000000000000e-01,5.859375000000000000e-02,2.178811264741398190e-08,-1.599311828613281250e-03
1.000000000000000000e+00,4.062500000000000000e-01,9.121093750000000000e-01,7.949655866923421854e-08,5.672648549079895020e-04
0.000000000000000000e+00,5.937500000000000000e-01,8.964843750000000000e-01,-0.000000000000000000e+00,-2.558529376983642578e-05
5.937500000000000000e-01,1.000000000000000000e+00,7.714843750000000000e-01,8.036852250370429829e-08,4.821149632334709167e-04
4.062500000000000000e-01,0.000000000000000000e+00,7.304687500000000000e-01,0.000000000000000000e+00,-4.505403339862823486e-03
2.812500000000000000e-01,0.000000000000000000e+00,9.902343750000000000e-01,0.000000000000000000e+00,-3.366257995367050171e-03
7.187500000000000000e-01,1.000000000000000000e+00,2.402343750000000000e-01,2.140177635112650023e-08,5.410239100456237793e-04
0.000000000000000000e+00,7.187500000000000000e-01,9.296875000000000000e-01,-0.000000000000000000e+00,-6.429068744182586670e-04
1.000000000000000000e+00,2.812500000000000000e-01,5.351562500000000000e-01,-1.437947538818207249e-08,-1.475423574447631836e-03
1.000000000000000000e+00,7.812500000000000000e-01,6.640625000000000000e-02,5.444933037779264851e-08,2.057150006294250488e-03
0.000000000000000000e+00,2.187500000000000000e-01,2.187500000000000000e-01,-0.000000000000000000e+00,1.779541373252868652e-03
2.187500000000000000e-01,1.000000000000000000e+00,5.546875000000000000e-01,-4.897037797491066158e-08,-3.622140735387802124e-03
7.812500000000000000e-01,0.000000000000000000e+00,4.335937500000000000e-01,0.000000000000000000e+00,-1.947484910488128662e-03
5.312500000000000000e-01,0.000000000000000000e+00,9.882812500000000000e-01,0.000000000000000000e+00,-4.193797707557678223e-03
4.687500000000000000e-01,1.000000000000000000e+00,9.804687500000000000e-01,-7.939704715909101651e-08,-2.695655450224876404e-03
0.000000000000000000e+00,4.687500000000000000e-01,1.562500000000000000e-01,0.000000000000000000e+00,-2.589970827102661133e-03
1.000000000000000000e+00,5.312500000000000000e-01,2.304687500000000000e-01,5.969210548073533573e-08,1.000531017780303955e-03
1.000000000000000000e+00,3.125000000000000000e-02,8.554687500000000000e-01,-8.164743547922626021e-09,-2.667911350727081299e-03
0.000000000000000000e+00,9.687500000000000000e-01,2.890625000000000000e-01,0.000000000000000000e+00,-1.721879467368125916e-03
9.687500000000000000e-01,1.000000000000000000e+00,3.652343750000000000e-01,7.440646765388692074e-09,5.133729428052902222e-05
3.125000000000000000e-02,0.000000000000000000e+00,3.554687500000000000e-01,-0.000000000000000000e+00,7.119551301002502441e-04
4.687500000000000000e-02,0.000000000000000000e+00,3.339843750000000000e-01,-0.000000000000000000e+00,-2.530433237552642822e-03
9.531250000000000000e-01,1.000000000000000000e+00,2.734375000000000000e-02,-4.470111392151920882e-09,-9.705435484647750854e-03
0.000000000000000000e+00,9.531250000000000000e-01,7.500000000000000000e-01,-0.000000000000000000e+00,-1.393772661685943604e-03
1.000000000000000000e+00,4.687500000000000000e-02,7.617187500000000000e-01,9.683958523964975029e-09,3.268197178840637207e-04
1.000000000000000000e+00,5.468750000000000000e-01,4.570312500000000000e-01,-9.922000110407225293e-09,2.222275361418724060e-03
0.000000000000000000e+00,4.531250000000000000e-01,5.273437500000000000e-01,-0.000000000000000000e+00,-2.616524696350097656e-03
4.531250000000000000e-01,1.000000000000000000e+00,5.429687500000000000e-01,-4.604658343509981933e-08,-1.848822459578514099e-03
5.468750000000000000e-01,0.000000000000000000e+00,4.687500000000000000e-01,-0.000000000000000000e+00,-1.749737188220024109e-03
7.968750000000000000e-01,0.000000000000000000e+00,1.601562500000000000e-01,0.000000000000000000e+00,-2.975370734930038452e-04
2.031250000000000000e-01,1.000000000000000000e+00,6.640625000000000000e-01,1.744631639155613811e-08,-1.057079061865806580e-03
0.000000000000000000e+00,2.031250000000000000e-01,3.417968750000000000e-01,-0.000000000000000000e+00,-2.330906689167022705e-03
1.000000000000000000e+00,7.968750000000000000e-01,1.015625000000000000e-01,1.035063146304082693e-08,1.624591648578643799e-03
1.000000000000000000e+00,2.968750000000000000e-01,9.433593750000000000e-01,3.361205003216127807e-08,1.159146428108215332e-03
0.000000000000000000e+00,7.031250000000000000e-01,1.992187500000000000e-01,-0.000000000000000000e+00,1.392651349306106567e-03
7.031250000000000000e-01,1.000000000000000000e+00,3.515625000000000000e-01,6.994411450023108046e-08,2.407535910606384277e-03
2.968750000000000000e-01,0.000000000000000000e+00,6.601562500000000000e-01,-0.000000000000000000e+00,-3.404613584280014038e-03
4.218750000000000000e-01,0.000000000000000000e+00,4.726562500000000000e-01,-0.000000000000000000e+00,-4.103798419237136841e-04
5.781250000000000000e-01,1.000000000000000000e+00,8.320312500000000000e-01,-6.302654043111033388e-08,-2.529503777623176575e-03
0.000000000000000000e+00,5.781250000000000000e-01,8.476562500000000000e-01,0.000000000000000000e+00,-2.097874879837036133e-03
1.000000000000000000e+00,4.218750000000000000e-01,1.308593750000000000e-01,-7.563603787730244221e-08,-4.083514213562011719e-04
1.000000000000000000e+00,9.218750000000000000e-01,8.945312500000000000e-01,9.678283952041510929e-09,2.672523260116577148e-05
0.000000000000000000e+00,7.812500000000000000e-02,4.296875000000000000e-01,0.000000000000000000e+00,-3.606773912906646729e-03
7.812500000000000000e-02,1.000000000000000000e+00,6.855468750000000000e-01,-1.221956669184010025e-08,-2.771530300378799438e-03
9.218750000000000000e-01,0.000000000000000000e+00,6.367187500000000000e-01,-0.000000000000000000e+00,1.137748360633850098e-03
6.718750000000000000e-01,0.000000000000000000e+00,8.632812500000000000e-01,0.000000000000000000e+00,-3.730788826942443848e-03
3.281250000000000000e-01,1.000000000000000000e+00,7.578125000000000000e-01,4.726642544028436532e-08,6.652344018220901489e-04
0.000000000000000000e+00,3.281250000000000000e-01,5.390625000000000000e-01,0.000000000000000000e+00,-1.890107989311218262e-03
1.000000000000000000e+00,6.718750000000000000e-01,6.777343750000000000e-01,-1.969821106229119323e-08,-1.122523099184036255e-03
1.000000000000000000e+00,1.718750000000000000e-01,4.218750000000000000e-01,-4.469134395890250744e-08,-2.418987452983856201e-03
0.000000000000000000e+00,8.281250000000000000e-01,4.355468750000000000e-01,0.000000000000000000e+00,-1.045156270265579224e-03
8.281250000000000000e-01,1.000000000000000000e+00,7.324218750000000000e-01,-1.939031513131794782e-08,-2.297902479767799377e-03
1.718750000000000000e-01,0.000000000000000000e+00,8.496093750000000000e-01,0.000000000000000000e+00,-2.734681591391563416e-03
2.343750000000000000e-01,0.000000000000000000e+00,4.902343750000000000e-01,-0.000000000000000000e+00,-3.812685608863830566e-03
7.656250000000000000e-01,1.000000000000000000e+00,3.105468750000000000e-01,-1.957513262595966808e-08,1.192576251924037933e-03
0.000000000000000000e+00,7.656250000000000000e-01,6.718750000000000000e-01,0.000000000000000000e+00,-1.153592020273208618e-03
1.000000000000000000e+00,2.343750000000000000e-01,2.265625000000000000e-01,4.705108125335755176e-08,3.302194178104400635e-03
1.000000000000000000e+00,7.343750000000000000e-01,1.171875000000000000e-01,-3.072015530847238551e-08,-4.037633538246154785e-03
0.000000000000000000e+00,2.656250000000000000e-01,7.773437500000000000e-01,-0.000000000000000000e+00,-6.846114993095397949e-04
2.656250000000000000e-01,1.000000000000000000e+00,8.867187500000000000e-01,8.138004048419134051e-09,-2.422781661152839661e-03
7.343750000000000000e-01,0.000000000000000000e+00,4.589843750000000000e-01,0.000000000000000000e+00,-3.929361701011657715e-04
9.843750000000000000e-01,0.000000000000000000e+00,2.792968750000000000e-01,0.000000000000000000e+00,7.737912237644195557e-04
1.562500000000000000e-02,1.000000000000000000e+00,2.148437500000000000e-02,-2.479390026621786092e-09,2.987701445817947388e-04
0.000000000000000000e+00,1.562500000000000000e-02,3.476562500000000000e-01,-0.000000000000000000e+00,-2.923928201198577881e-03
1.000000000000000000e+00,9.843750000000000000e-01,2.246093750000000000e-01,3.647206758827792328e-09,2.919744700193405151e-03
1.000000000000000000e+00,4.843750000000000000e-01,3.164062500000000000e-01,-6.943823294136564073e-09,2.388220280408859253e-03
0.000000000000000000e+00,5.156250000000000000e-01,3.496093750000000000e-01,-0.000000000000000000e+00,-6.623752415180206299e-04
5.156250000000000000e-01,1.000000000000000000e+00,8.730468750000000000e-01,-4.043411649945483077e-08,-3.072518855333328247e-03
4.843750000000000000e-01,0.000000000000000000e+00,5.214843750000000000e-01,-0.000000000000000000e+00,-3.020845353603363037e-03
3.593750000000000000e-01,0.000000000000000000e+00,2.656250000000000000e-01,0.000000000000000000e+00,-5.849357694387435913e-05
6.406250000000000000e-01,1.000000000000000000e+00,5.195312500000000000e-01,3.647865298717078986e-08,6.188359111547470093e-04
0.000000000000000000e+00,6.406250000000000000e-01,1.699218750000000000e-01,0.000000000000000000e+00,1.412414014339447021e-03
1.000000000000000000e+00,3.593750000000000000e-01,4.140625000000000000e-01,-7.104979715677472996e-08,-1.991678029298782349e-03
1.000000000000000000e+00,8.593750000000000000e-01,2.089843750000000000e-01,3.701314099657793122e-08,8.333809673786163330e-04
0.000000000000000000e+00,1.406250000000000000e-01,7.949218750000000000e-01,-0.000000000000000000e+00,7.681548595428466797e-06
1.406250000000000000e-01,1.000000000000000000e+00,9.042968750000000000e-01,2.943989052539564000e-08,-1.995295286178588867e-03
8.593750000000000000e-01,0.000000000000000000e+00,1.914062500000000000e-01,-0.000000000000000000e+00,3.664232790470123291e-03
6.093750000000000000e-01,0.000000000000000000e+00,2.851562500000000000e-01,0.000000000000000000e+00,6.296597421169281006e-04
3.906250000000000000e-01,1.000000000000000000e+00,5.625000000000000000e-01,-8.148944630193000194e-08,-1.480207778513431549e-03
0.000000000000000000e+00,3.906250000000000000e-01,5.058593750000000000e-01,-0.000000000000000000e+00,3.133863210678100586e-04
1.000000000000000000e+00,6.093750000000000000e-01,5.117187500000000000e-01,6.056725254666162073e-08,4.070997238159179688e-04
1.000000000000000000e+00,1.093750000000000000e-01,2.167968750000000000e-01,2.882157090766668261e-08,3.676094114780426025e-03
0.000000000000000000e+00,8.906250000000000000e-01,3.125000000000000000e-02,0.000000000000000000e+00,1.787632703781127930e-03
8.906250000000000000e-01,1.000000000000000000e+00,7.167968750000000000e-01,-2.676434540660466155e-08,-3.883711993694305420e-03
1.093750000000000000e-01,0.000000000000000000e+00,5.859375000000000000e-03,0.000000000000000000e+00,1.723976433277130127e-02
7.812500000000000000e-02,0.000000000000000000e+00,6.679687500000000000e-01,-0.000000000000000000e+00,-2.372674643993377686e-03
9.218750000000000000e-01,1.000000000000000000e+00,8.652343750000000000e-01,-1.565446083873212046e-08,-3.028795123100280762e-03
0.000000000000000000e+00,9.218750000000000000e-01,7.460937500000000000e-01,-0.000000000000000000e+00,-1.500327140092849731e-03
1.000000000000000000e+00,7.812500000000000000e-02,2.109375000000000000e-01,2.121209519145850209e-08,3.601789474487304688e-03
1.000000000000000000e+00,5.781250000000000000e-01,3.671875000000000000e-01,6.971441024461455527e-08,4.719197750091552734e-05
0.000000000000000000e+00,4.218750000000000000e-01,9.746093750000000000e-01,0.000000000000000000e+00,-2.424202859401702881e-03
4.218750000000000000e-01,1.000000000000000000e+00,9.492187500000000000e-01,2.006103194673869439e-08,-2.829248085618019104e-03
5.781250000000000000e-01,0.000000000000000000e+00,1.562500000000000000e-02,0.000000000000000000e+00,-9.819641709327697754e-04
8.281250000000000000e-01,0.000000000000000000e+00,3.808593750000000000e-01,-0.000000000000000000e+00,4.113577306270599365e-04
1.718750000000000000e-01,1.000000000000000000e+00,6.308593750000000000e-01,4.359131366982182954e-08,-8.499734103679656982e-04
0.000000000000000000e+00,1.718750000000000000e-01,1.367187500000000000e-01,0.000000000000000000e+00,-1.885257661342620850e-03
1.000000000000000000e+00,8.281250000000000000e-01,5.039062500000000000e-01,4.145195475757645909e-08,2.766121178865432739e-03
1.000000000000000000e+00,3.281250000000000000e-01,9.570312500000000000e-01,-8.103400617187617172e-09,6.927549839019775391e-05
0.000000000000000000e+00,6.718750000000000000e-01,4.277343750000000000e-01,0.000000000000000000e+00,-2.097185701131820679e-03
6.718750000000000000e-01,1.000000000000000000e+00,1.640625000000000000e-01,-4.014035326349585375e-08,2.649463713169097900e-04
3.281250000000000000e-01,0.000000000000000000e+00,9.062500000000000000e-01,-0.000000000000000000e+00,-3.610771149396896362e-03
4.531250000000000000e-01,0.000000000000000000e+00,1.406250000000000000e-01,0.000000000000000000e+00,1.824922859668731689e-03
5.468750000000000000e-01,1.000000000000000000e+00,9.218750000000000000e-01,8.588408917376000318e-08,-5.629025399684906006e-04
0.000000000000000000e+00,5.468750000000000000e-01,7.968750000000000000e-01,-0.000000000000000000e+00,-4.718974232673645020e-04
1.000000000000000000e+00,4.531250000000000000e-01,8.828125000000000000e-01,-4.113330120958380576e-09,-3.018006682395935059e-04
1.000000000000000000e+00,9.531250000000000000e-01,6.054687500000000000e-01,2.507334340151601282e-09,1.874618232250213623e-03
0.000000000000000000e+00,4.687500000000000000e-02,7.871093750000000000e-01,-0.000000000000000000e+00,-4.902556538581848145e-04
4.687500000000000000e-02,1.000000000000000000e+00,4.804687500000000000e-01,1.025449769542774447e-08,-1.994967460632324219e-04
9.531250000000000000e-01,0.000000000000000000e+00,4.882812500000000000e-01,-0.000000000000000000e+00,2.008393406867980957e-03
7.031250000000000000e-01,0.000000000000000000e+00,2.949218750000000000e-01,0.000000000000000000e+00,-2.990141510963439941e-04
2.968750000000000000e-01,1.000000000000000000e+00,3.046875000000000000e-01,-3.966336592498009850e-08,4.477463662624359131e-04
0.000000000000000000e+00,2.968750000000000000e-01,6.406250000000000000e-01,-0.000000000000000000e+00,7.406100630760192871e-04
1.000000000000000000e+00,7.031250000000000000e-01,7.382812500000000000e-01,-1.296829488239836792e-08,-8.863210678100585938e-05
1.000000000000000000e+00,2.031250000000000000e-01,7.812500000000000000e-03,-4.897193761621565500e-08,1.274056732654571533e-03
0.000000000000000000e+00,7.968750000000000000e-01,8.359375000000000000e-01,0.000000000000000000e+00,-1.866441220045089722e-03
7.968750000000000000e-01,1.000000000000000000e+00,8.437500000000000000e-01,-5.090861066037177807e-08,-3.192923963069915771e-03
2.031250000000000000e-01,0.000000000000000000e+00,2.226562500000000000e-01,-0.000000000000000000e+00,2.576470375061035156e-03
1.406250000000000000e-01,0.000000000000000000e+00,6.015625000000000000e-01,-0.000000000000000000e+00,-1.092217862606048584e-03
8.593750000000000000e-01,1.000000000000000000e+00,3.085937500000000000e-01,-1.546989381040475564e-08,4.325453191995620728e-04
0.000000000000000000e+00,8.593750000000000000e-01,7.109375000000000000e-01,0.000000000000000000e+00,-2.196811139583587646e-03
1.000000000000000000e+00,1.406250000000000000e-01,7.031250000000000000e-01,-3.679469529060952482e-08,-2.894714474678039551e-03
1.000000000000000000e+00,6.406250000000000000e-01,4.609375000000000000e-01,4.625467564522978137e-09,9.059906005859375000e-05
0.000000000000000000e+00,3.593750000000000000e-01,6.093750000000000000e-01,-0.000000000000000000e+00,8.533820509910583496e-04
3.593750000000000000e-01,1.000000000000000000e+00,5.273437500000000000e-02,5.513577860938312369e-08,-9.765494614839553833e-03
6.406250000000000000e-01,0.000000000000000000e+00,5.292968750000000000e-01,-0.000000000000000000e+00,-3.781370818614959717e-03
